Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[SJ CT SA ST S8 S7 HT H7 DT DK],S,2,1,3,1,0,0,[DJ CA],13,0.0000,[CA CT SA ST S8 S7 HT H7 DT DK],[SJ DJ],-,2,1,3,1,0,0
[CJ SJ CT CQ C8 SQ H8 DA DT D9],CS,5,1,1,1,0,0,[HK D8],4,0.7000,[CJ SJ CT CQ C8 H8 DA DT D9 D8],[SQ HK],CS,5,1,1,1,0,0
[SJ DJ CK C8 S9 S8 S7 HA DT D7],SD,4,1,1,0,0,0,[CA DQ],14,0.0000,[CA CK C8 S9 S8 S7 HA DT DQ D7],[SJ DJ],-,3,1,1,0,0,0
[CJ CA CT C7 SK SQ HQ H9 H7 DQ],C,4,0,0,0,0,0,[HA D9],11,0.0000,[CT C7 SK SQ HA HQ H9 H7 DQ D9],[CJ CA],-,2,1,0,0,0,1
[CJ SJ HJ CA CT SA S9 HT H9 DT],CSH,5,1,2,0,0,0,[DK D7],4,0.8000,[CJ SJ HJ CA CT SA S9 DT DK D7],[HT H9],CSH,5,1,1,0,1,1
[C8 C7 SA SK SQ HK H8 H7 DA DT],-,2,2,1,1,0,0,[HJ D7],2,0.0000,[C7 SA SK SQ HK H8 H7 DA DT D7],[HJ C8],-,1,2,1,1,0,0
[CA CK CQ C8 SQ S8 HT HK DA D8],-,4,1,1,0,0,0,[SK H8],4,0.0000,[CQ C8 SK SQ S8 HT HK H8 DA D8],[CA CK],-,2,1,1,0,1,1
[SJ DJ C7 SK HT HK HQ H9 D9 D7],SD,3,0,1,0,1,0,[CA CK],15,0.0000,[CA CK C7 SK HT HK HQ H9 D9 D7],[SJ DJ],-,3,0,1,0,1,0
[CJ DJ CT C9 SA SQ HA HQ DA D9],CD,4,3,0,0,0,0,[CK HT],14,0.8750,[CJ DJ CT CK SA SQ HA HT HQ DA],[C9 D9],CD,4,3,1,1,0,0
[CJ DJ CA CQ C8 ST S7 H8 H7 D8],CD,5,0,1,0,0,0,[SJ C7],2,0.9250,[CJ SJ DJ CA CQ C8 C7 ST S7 D8],[H8 H7],CSD,7,0,1,0,0,0
[CJ HJ CT S9 S8 HA H7 DQ D8 D7],CH,3,1,0,0,0,0,[S7 DT],10,0.0000,[CT S9 S8 S7 HA H7 DT DQ D8 D7],[CJ HJ],-,1,1,1,0,0,0
[CJ SJ HJ S9 H7 DA DT DK D8 D7],CSH,3,1,1,1,1,0,[CA H9],11,0.6250,[CJ SJ HJ CA H9 H7 DA DT DK D8],[S9 D7],CSH,4,1,1,1,1,0
[DJ C8 SQ HA HT HQ H8 DA DT DQ],D,2,2,2,2,0,0,[SK S9],4,0.0000,[SK SQ S9 HA HT HQ H8 DA DT DQ],[DJ C8],-,0,2,2,2,0,0
[CJ HJ CT ST S7 HT HQ H8 H7 D7],CH,3,0,2,0,0,0,[C7 DT],10,0.0000,[CT C7 ST S7 HT HQ H8 H7 DT D7],[CJ HJ],-,2,0,3,0,0,0
[HJ CT SA S8 HA HK H8 DA DK D9],H,2,3,0,0,0,0,[CJ HT],12,0.0250,[CJ HJ CT SA HA HT H8 DA DK D9],[S8 HK],CH,3,3,1,1,0,0
[CJ HJ CT CK ST S8 HT HQ H7 D7],CH,4,0,2,0,0,0,[SJ D9],2,0.2250,[CJ SJ HJ CT CK ST S8 HT HQ H7],[D9 D7],CSH,5,0,2,0,0,0
[CJ CT C9 C7 SK S9 HQ H9 H7 D9],C,4,0,0,0,0,0,[SJ DK],6,0.0000,[CT C9 C7 SK S9 HQ H9 H7 DK D9],[CJ SJ],-,3,0,0,0,0,0
[DJ CT CK CQ HA HT HQ H9 DK D8],D,4,1,1,1,0,0,[S7 H8],0,0.0000,[CK CQ S7 HA HT HQ H9 H8 DK D8],[DJ CT],-,2,1,1,1,0,1
[SJ CA C7 ST S7 HT HK HQ DQ D9],S,3,0,2,0,0,0,[HA H7],11,0.0000,[C7 ST S7 HA HT HK HQ H7 DQ D9],[SJ CA],-,1,1,2,1,1,1
[SJ CT CK C8 C7 S7 H8 H7 DA DQ],S,5,1,0,0,0,0,[HT HK],14,0.0000,[CK C8 C7 S7 HT HK H8 H7 DA DQ],[SJ CT],-,3,1,1,0,1,1
[SJ C9 SQ S8 HT HK H9 DA D9 D7],S,2,1,1,0,1,0,[C8 S9],0,0.0000,[C8 SQ S9 S8 HT HK H9 DA D9 D7],[SJ C9],-,1,1,1,0,1,0
[CJ SJ CA CK S8 S7 HT HQ DA D8],CS,4,1,1,0,0,0,[S9 D7],0,0.0000,[CA CK S9 S8 S7 HT HQ DA D8 D7],[CJ SJ],-,2,1,1,0,0,0
[CJ SJ CK C9 SA HA H7 DT DQ D8],CS,4,2,1,0,0,0,[CA S9],11,0.9750,[CJ SJ CA CK C9 SA HA DT DQ D8],[S9 H7],CS,5,2,1,0,0,0
[SJ HJ DJ C8 C7 HA H9 DT DQ D9],SHD,5,1,1,0,0,0,[DK D7],4,0.4750,[SJ HJ DJ C8 C7 HA DT DK DQ D9],[H9 D7],SHD,5,1,1,0,1,0
[CJ SJ HJ DJ CT SA SQ S9 HQ H9],CSHD,5,1,0,0,0,0,[HT HK],14,0.9750,[CJ SJ HJ DJ CT SA S9 HT HQ H9],[SQ HK],CSHD,5,1,1,0,0,0
[SJ CK C8 S7 HA H8 DT DK DQ D9],S,3,1,1,0,1,0,[S9 HT],10,0.0000,[C8 S9 S7 HA HT H8 DT DK DQ D9],[SJ CK],-,1,1,2,1,1,0
[SJ HJ C9 C8 SA S8 HA HT HQ DK],SH,4,2,1,1,0,0,[CK H9],4,0.8000,[SJ HJ CK C9 C8 SA HA HT HQ H9],[S8 DK],SH,5,2,1,1,0,0
[SJ HJ C7 SK HK H9 H8 DQ D9 D7],SH,3,0,0,0,0,0,[S9 S7],0,0.0000,[C7 SK S9 S7 HK H9 H8 DQ D9 D7],[SJ HJ],-,1,0,0,0,0,0
[CJ CT C7 ST HA HT H9 H8 DA DQ],C,3,2,2,1,0,0,[CK S7],4,0.0000,[CJ CK C7 ST S7 HA HT H8 DA DQ],[CT H9],C,3,2,2,1,0,1
[SJ CQ C7 ST SK SQ S7 HQ DQ D8],S,3,0,1,0,1,0,[HK DK],8,0.0000,[C7 ST SK SQ S7 HK HQ DK DQ D8],[SJ CQ],-,1,0,1,0,1,0
[CT CK C9 SA S9 HQ H7 DA D9 D7],-,3,2,0,0,0,0,[H9 DQ],3,0.0000,[C9 SA S9 HQ H9 H7 DA DQ D9 D7],[CT CK],-,1,2,0,0,0,1
[CJ DJ CA CK ST S9 S7 H7 DT DQ],CD,4,0,2,0,0,0,[HT HK],14,0.0000,[CA CK ST S9 S7 HT HK H7 DT DQ],[CJ DJ],-,2,0,3,0,1,0
[HJ CK C9 C8 S9 S8 S7 HT H7 D7],H,4,0,1,0,0,0,[ST D8],10,0.0000,[C9 C8 ST S9 S8 S7 HT H7 D8 D7],[HJ CK],-,2,0,2,0,0,0
[CJ SJ HJ CT C9 SQ HA HK HQ D9],CSH,5,1,0,0,0,0,[SK S9],4,0.3750,[CJ SJ HJ CT C9 SK SQ S9 HA HQ],[HK D9],CSH,5,1,0,0,0,0
[DJ CA CK C9 C7 HK HQ DA D8 D7],D,5,1,0,0,0,0,[CQ S9],3,0.0500,[DJ CA CK CQ C9 C7 HQ DA D8 D7],[S9 HK],D,6,1,0,0,0,0
[CJ SJ HJ DJ CA CK CQ HT H9 DA],CSHD,7,1,1,0,0,0,[S8 HK],4,0.9250,[SJ HJ DJ CA CQ S8 HT HK H9 DA],[CJ CK],SHD,5,1,1,0,1,0
[CJ HJ C9 SA ST H9 DA DK DQ D8],CH,3,2,1,1,0,0,[CQ S9],3,0.2250,[CJ HJ CQ C9 SA ST S9 DA DQ D8],[H9 DK],CH,4,2,1,1,0,0
[DJ CA CT SQ S8 HA HQ H9 DT DK],D,3,1,1,0,0,0,[SJ HT],12,0.0000,[CA CT SQ S8 HA HT HQ H9 DT DK],[SJ DJ],-,2,1,2,1,0,0
[SJ CT SA ST S9 S8 HT H7 DQ D8],S,2,1,2,1,0,0,[C9 DT],10,0.0000,[C9 SA ST S9 S8 HT H7 DT DQ D8],[SJ CT],-,1,1,3,1,0,1
[CJ DJ CQ S9 HT HK H9 H7 DA D8],CD,3,1,1,0,1,0,[CT C7],10,0.3000,[CJ DJ CT CQ C7 HT HK H7 DA D8],[S9 H9],CD,5,1,1,0,1,0
[CA CT SK S9 S7 H9 H8 H7 DT DQ],-,2,0,1,0,0,0,[ST DK],14,0.0000,[ST SK S9 S7 H9 H8 H7 DT DK DQ],[CA CT],-,0,0,2,0,1,2
[CJ CT S9 S8 HA HQ H8 H7 DQ D7],C,2,1,0,0,0,0,[CK DA],15,0.0000,[CK S9 S8 HA HQ H8 H7 DA DQ D7],[CJ CT],-,1,2,0,0,0,1
[SJ DJ SK SQ HA H9 H8 H7 DT D9],SD,2,1,1,0,0,0,[CQ DA],14,0.0000,[SJ DJ CQ SQ HA H9 H7 DA DT D9],[SK H8],SD,3,2,1,1,0,0
[DJ CA CK ST SQ S8 S7 H9 DK D8],D,3,0,1,0,0,0,[C7 DT],10,0.0000,[CK C7 ST SQ S8 S7 H9 DT DK D8],[DJ CA],-,2,0,2,0,1,1
[CJ CA C9 C7 SQ S8 HQ DA DT D9],C,4,1,1,1,0,0,[HJ SK],6,0.2750,[CJ HJ CA C9 C7 SK SQ S8 DA DT],[HQ D9],CH,5,1,1,1,0,0
[HJ DJ CK C9 C7 HK H9 H7 DK DQ],HD,5,0,0,0,0,0,[CA D9],11,0.0000,[CA CK C9 C7 HK H9 H7 DK DQ D9],[HJ DJ],-,4,0,0,0,0,0
[HJ CA CK S9 S8 H8 DA DT DQ D9],H,3,1,1,1,0,0,[HT H7],10,0.0000,[CK S9 S8 HT H8 H7 DA DT DQ D9],[HJ CA],-,1,1,2,1,0,1
[CK CQ SQ S9 HA HQ H9 H7 D8 D7],-,2,1,0,0,0,0,[HT D9],10,0.0000,[SQ S9 HA HT HQ H9 H7 D9 D8 D7],[CK CQ],-,0,1,1,1,0,0
[SJ HJ DJ C8 C7 S7 H9 D9 D8 D7],SHD,5,0,0,0,0,0,[CQ ST],13,0.0000,[DJ CQ C8 C7 ST S7 H9 D9 D8 D7],[SJ HJ],D,4,0,1,0,0,0
[CJ CA CQ C7 SA HT H8 DT D9 D7],C,4,1,2,0,0,0,[S7 HA],11,0.0250,[CJ CA CQ C7 SA S7 HA HT DT D7],[H8 D9],C,4,2,2,1,0,0
[SJ HJ CK C7 ST SK HA HT H9 DA],SH,4,2,2,1,0,0,[C8 D7],0,0.6000,[SJ HJ CK C8 C7 ST SK HA HT DA],[H9 D7],SH,5,2,2,1,0,0
[CJ DJ CA C9 S8 HA HK H7 DA D8],CD,4,2,0,0,0,0,[SJ S7],2,1.0000,[CJ SJ DJ CA C9 S8 HA HK H7 DA],[S7 D8],CSD,5,2,0,0,0,0
[CJ DJ CA CQ C9 C7 SA SQ S7 DA],CD,6,2,0,0,0,0,[HK HQ],7,0.9250,[CJ DJ CA CQ C9 C7 SA SQ S7 DA],[HK HQ],CD,6,2,0,0,0,0
[SJ DJ CA SA ST SQ S9 H9 DK D7],SD,3,1,1,1,0,0,[DT DQ],13,0.0000,[CA SA ST SQ S9 H9 DT DK DQ D7],[SJ DJ],-,1,1,2,1,1,0
[CJ HJ DJ CA CT C7 SQ HQ DA DK],CHD,6,1,0,0,0,0,[SJ SK],6,1.0000,[CJ SJ HJ DJ CA CT C7 HQ DA DK],[SK SQ],CSHD,7,1,0,0,0,0
[HJ CT CK SK HA HT HK H9 DQ D9],H,3,1,1,1,1,0,[CJ CQ],5,0.5500,[CJ HJ CT CK CQ HA HT HK H9 D9],[SK DQ],CH,5,1,1,1,1,0
[HJ CK ST S9 S8 S7 H7 DA DK D7],H,2,1,1,0,0,0,[DJ SK],6,0.0000,[CK ST SK S9 S8 S7 H7 DA DK D7],[HJ DJ],-,1,1,1,0,1,0
[CA CK C9 C8 S9 S8 HQ DK DQ D8],-,4,0,0,0,0,0,[SK SQ],7,0.0000,[C9 C8 SK SQ S9 S8 HQ DK DQ D8],[CA CK],-,2,0,0,0,0,1
[CJ DJ CK CQ C7 SQ S8 HA HK H9],CD,5,1,0,0,0,0,[HJ CT],12,1.0000,[CJ HJ DJ CT CK CQ C7 HA HK H9],[SQ S8],CHD,7,1,0,0,0,0
[HJ DJ CT CQ C9 HA HK H8 H7 DQ],HD,5,1,0,0,0,0,[S9 S7],0,0.0000,[CT CQ C9 S9 S7 HA HK H8 H7 DQ],[HJ DJ],-,3,1,0,0,0,0
[SJ DJ C9 SK S8 HA HQ H8 H7 D7],SD,3,1,0,0,0,0,[C7 S7],0,0.0000,[C9 C7 SK S8 S7 HA HQ H8 H7 D7],[SJ DJ],-,2,1,0,0,0,0
[CA CT CQ C7 ST SQ S8 H8 DA DT],-,4,1,2,1,0,0,[CK D8],4,0.1250,[CA CT CK CQ C7 ST SQ S8 DA DT],[H8 D8],-,5,1,2,1,0,0
[DJ CK CQ C9 SQ HA H7 DA DT DK],D,4,2,1,1,0,0,[H8 D8],0,0.0000,[CQ C9 SQ HA H8 H7 DA DT DK D8],[DJ CK],-,2,2,1,1,1,0
[HJ DJ CA SA S7 HA HK HQ DA DK],HD,3,3,0,0,0,0,[CQ SQ],6,0.3500,[HJ DJ CA CQ SA HA HK HQ DA DK],[SQ S7],HD,4,3,0,0,0,0
[CJ CT CK SA SK SQ HT H9 DT D8],C,3,1,2,0,0,0,[C7 HQ],3,0.0000,[CK C7 SA SK SQ HT HQ H9 DT D8],[CJ CT],-,2,1,2,0,0,1
[CT C7 S9 S8 S7 HT HK HQ H9 D8],-,2,0,1,0,1,0,[ST DA],21,0.0000,[ST S9 S8 S7 HT HK HQ H9 DA D8],[CT C7],-,0,1,2,0,1,1
[CJ C9 C7 SA ST HK H9 H8 H7 DQ],C,3,1,1,1,0,0,[SJ DJ],4,0.4500,[CJ SJ DJ C9 C7 SA ST HK H9 H7],[H8 DQ],CSD,5,1,1,1,0,0
[CJ DJ C9 C7 ST SK HK H9 DK D8],CD,4,0,1,0,0,0,[SA HQ],14,0.0000,[C9 C7 SA ST SK HK HQ H9 DK D8],[CJ DJ],-,2,1,1,1,0,0
[CT C9 C8 C7 SA ST SQ S8 DQ D7],-,4,1,1,1,0,0,[SK HT],14,0.0000,[C8 C7 SA ST SK SQ S8 HT DQ D7],[CT C9],-,2,1,2,1,1,1
[HJ DJ CT CK C9 S8 S7 DK DQ D8],HD,5,0,0,0,0,0,[S9 D7],0,0.0000,[CT CK C9 S9 S8 S7 DK DQ D8 D7],[HJ DJ],-,3,0,0,0,0,0
[DJ C8 SQ HA HT HQ H8 H7 DK D9],D,2,1,1,1,0,0,[CQ SA],14,0.0000,[C8 SA SQ HA HT HQ H8 H7 DK D9],[DJ CQ],-,1,2,1,1,0,0
[SJ CA C9 C8 S9 S7 HT H7 D8 D7],S,4,0,1,0,0,0,[ST HA],21,0.0000,[C9 C8 ST S9 S7 HA HT H7 D8 D7],[SJ CA],-,2,1,2,1,0,1
[CJ SJ HJ SK SQ HT H9 H8 DK D7],CSH,3,0,1,0,0,0,[CT S8],10,0.0000,[HJ CT SK SQ S8 HT H9 H8 DK D7],[CJ SJ],H,2,0,1,0,0,0
[HJ SK S8 S7 HA HT H9 H8 DA D8],H,1,2,1,1,0,0,[C9 C7],0,0.0000,[C7 SK S8 S7 HA HT H9 H8 DA D8],[HJ C9],-,1,2,1,1,0,0
[CJ C8 SA ST SQ S9 S8 HQ H7 D8],C,2,1,1,1,0,0,[SJ HK],6,0.0000,[C8 SA ST SQ S9 S8 HK HQ H7 D8],[CJ SJ],-,1,1,1,1,0,0
[HJ CT CK S8 HT H7 DA DQ D8 D7],H,3,1,1,0,0,0,[CJ ST],12,0.0000,[CT CK ST S8 HT H7 DA DQ D8 D7],[CJ HJ],-,2,1,2,0,0,0
[HJ CK ST SK S8 HA H9 H7 DK D7],H,2,1,1,0,1,0,[SA DT],21,0.0000,[SA ST SK S8 HA H9 H7 DT DK D7],[HJ CK],-,0,2,2,1,2,0
[CJ CA CT CQ SK SQ HA DA D9 D8],C,4,2,0,0,0,0,[C7 S9],0,0.5500,[CJ CA CT CQ C7 SK SQ S9 HA DA],[D9 D8],C,5,2,0,0,0,0
[CJ DJ CK SA SK S9 S8 DQ D9 D8],CD,3,1,0,0,0,0,[C7 H8],0,0.0000,[CK C7 SA SK S9 S8 H8 DQ D9 D8],[CJ DJ],-,2,1,0,0,0,0
[HJ CK C8 SA ST S7 H7 DT DK DQ],H,3,1,2,1,0,0,[CA SK],15,0.0000,[CK C8 SA ST SK S7 H7 DT DK DQ],[HJ CA],-,2,1,2,1,1,1
[CJ C8 SQ S8 HA HQ H7 DT D9 D7],C,2,1,1,0,0,0,[C9 HK],4,0.0000,[C8 SQ S8 HA HK HQ H7 DT D9 D7],[CJ C9],-,1,1,1,0,0,0
[CJ HJ CK SK S9 HA HQ H7 DT DQ],CH,3,1,1,0,0,0,[HT DA],21,0.0000,[CJ HJ CK SK HA HQ H7 DA DT DQ],[S9 HT],CH,3,2,1,1,0,1
[CA CK SA SK S9 S8 HT HK DK D8],-,2,1,1,0,0,0,[C8 DQ],3,0.0000,[C8 SA SK S9 S8 HT HK DK DQ D8],[CA CK],-,1,1,1,0,0,1
[SJ DJ C9 SA ST S7 HK HQ DT DK],SD,3,1,2,1,0,0,[S9 H7],0,0.0000,[C9 SA ST S9 S7 HK HQ H7 DT DK],[SJ DJ],-,1,1,2,1,0,0
[HJ DJ CA CK C8 S7 HQ H9 DK DQ],HD,5,0,0,0,0,0,[C7 D9],0,0.0000,[CA CK C8 C7 S7 HQ H9 DK DQ D9],[HJ DJ],-,4,0,0,0,0,0
[DJ ST HA HK H8 H7 DA DQ D9 D8],D,1,2,1,0,0,0,[C8 D7],0,0.0000,[ST HA HK H8 H7 DA DQ D9 D8 D7],[DJ C8],-,0,2,1,0,0,0
[DJ C9 SQ S9 S7 HA HT HQ DK D7],D,2,1,1,1,0,0,[HK H7],4,0.0000,[SQ S9 S7 HA HT HK HQ H7 DK D7],[DJ C9],-,0,1,1,1,1,0
[CK C9 SA ST SQ HK H8 H7 DT DQ],-,2,1,2,1,0,0,[CA D8],11,0.0000,[C9 SA ST SQ HK H8 H7 DT DQ D8],[CA CK],-,1,1,2,1,0,1
[CJ HJ CK SQ S8 HA HK HQ DA D9],CH,3,2,0,0,0,0,[DJ CA],13,0.9250,[CJ HJ DJ CA CK HA HK HQ DA D9],[SQ S8],CHD,5,2,0,0,0,0
[CT ST SK SQ S8 HA HK H7 DQ D8],-,1,1,1,0,1,0,[SJ DT],12,0.0000,[ST SK SQ S8 HA HK H7 DT DQ D8],[SJ CT],-,0,1,2,0,1,1
[CQ C9 C7 S9 HA H9 H8 DA DQ D9],-,3,2,0,0,0,0,[C8 SA],11,0.0000,[C9 C7 SA S9 HA H9 H8 DA DQ D9],[CQ C8],-,2,3,0,0,0,0
[CJ HJ CT C7 SA SQ S8 S7 H7 DA],CH,4,2,0,0,0,0,[HK HQ],7,0.0500,[CJ HJ CT C7 SA SQ S8 S7 H7 DA],[HK HQ],CH,4,2,0,0,0,0
[CA CT CK CQ SQ H8 DA DK DQ D8],-,4,1,0,0,0,0,[S7 DT],10,0.0000,[CK CQ SQ S7 H8 DA DT DK DQ D8],[CA CT],-,2,1,1,1,1,2
[CJ SJ C9 C8 C7 ST SK SQ S9 DT],CS,5,0,2,0,1,0,[S8 H9],0,0.5750,[CJ SJ C9 C8 C7 ST SK SQ S9 S8],[H9 DT],CS,5,0,1,0,1,1
[CJ SJ HJ DJ CK C7 S8 HA H9 DQ],CSHD,6,1,0,0,0,0,[ST D7],10,0.9500,[CJ SJ HJ DJ CK C7 S8 HA DQ D7],[ST H9],CSHD,6,1,0,0,0,1
[SJ CA CT C8 SA SQ H9 D9 D8 D7],S,4,1,0,0,0,0,[CJ DT],12,0.4250,[CJ SJ CA CT C8 SA H9 DT D8 D7],[SQ D9],CS,5,1,1,0,0,0
[SJ DJ C9 C7 SK S9 S8 HT DT DQ],SD,4,0,2,0,0,0,[C8 D8],0,0.0000,[C9 C8 C7 SK S9 S8 HT DT DQ D8],[SJ DJ],-,3,0,2,0,0,0
[HJ CT CK CQ C7 SK HA DK DQ D7],H,5,1,0,0,0,0,[SQ DA],14,0.3000,[HJ CT CK CQ C7 HA DA DK DQ D7],[SK SQ],H,5,2,0,0,0,0
[SJ DJ C9 ST SK S7 HT HK H9 D9],SD,3,0,2,0,2,0,[CQ H7],3,0.0000,[CQ C9 ST SK S7 HT HK H9 H7 D9],[SJ DJ],-,2,0,2,0,2,0
[CJ SJ CK C7 S8 HQ H9 H7 DK D9],CS,4,0,0,0,0,0,[CA CQ],14,0.1250,[CJ SJ CA CK CQ C7 HQ H9 H7 D9],[S8 DK],CS,6,0,0,0,0,0
[CA CK SK SQ S9 S8 HA HK H9 D9],-,2,1,0,0,0,0,[S7 DT],10,0.0000,[SK SQ S9 S8 S7 HA HK H9 DT D9],[CA CK],-,0,1,1,0,0,1
[HJ DJ CA CT CK CQ S8 H9 DK D9],HD,6,0,0,0,0,0,[SJ HA],13,0.9250,[SJ HJ DJ CA CT CK CQ S8 HA D9],[H9 DK],SHD,7,1,0,0,0,0
[CJ CQ C7 ST SK S9 HQ H9 H7 DK],C,3,0,1,0,1,0,[DJ C9],2,0.0000,[CQ C9 C7 ST SK S9 HQ H9 H7 DK],[CJ DJ],-,3,0,1,0,1,0
[SJ CT CQ C8 SK S9 H8 DA D9 D7],S,4,1,0,0,0,0,[C7 HQ],3,0.0000,[CQ C8 C7 SK S9 HQ H8 DA D9 D7],[SJ CT],-,3,1,0,0,0,1
[DJ CQ C7 SA ST SK SQ S8 HT D9],D,3,1,2,1,1,0,[C9 HA],11,0.0000,[C9 C7 SA ST SK SQ S8 HA HT D9],[DJ CQ],-,2,2,2,2,1,0
[CA SK S7 HK DA DT DK D9 D8 D7],-,1,1,1,1,1,0,[HT HQ],13,0.0000,[S7 HT HK HQ DA DT DK D9 D8 D7],[CA SK],-,0,1,2,1,1,1
[CJ SJ HJ CQ C7 S9 S7 HQ DT D8],CSH,5,0,1,0,0,0,[CA HA],22,0.9250,[CJ SJ HJ CA CQ C7 HA HQ DT D8],[S9 S7],CSH,6,1,1,0,0,0
[DJ CT C8 C7 SA ST S9 HK D8 D7],D,4,1,1,1,0,0,[H8 DT],10,0.0000,[C8 C7 SA ST S9 HK H8 DT D8 D7],[DJ CT],-,2,1,2,1,0,1
[SJ CK CQ C8 ST S8 S7 HT DK D7],S,4,0,2,0,0,0,[SK HQ],7,0.0000,[CQ C8 ST SK S8 S7 HT HQ DK D7],[SJ CK],-,2,0,2,0,1,0
[CJ SJ HJ C9 C8 C7 S8 H9 DK D8],CSH,6,0,0,0,0,0,[CK HQ],7,0.9250,[CJ SJ HJ CK C9 C8 C7 HQ DK D8],[S8 H9],CSH,7,0,0,0,0,0
[SJ CT CQ C8 SQ HA H7 DA DT D8],S,4,2,1,1,0,0,[S7 HQ],3,0.0000,[CQ C8 SQ S7 HA HQ H7 DA DT D8],[SJ CT],-,2,2,1,1,0,1
[CA CT C7 SA HT HQ H7 D9 D8 D7],-,3,1,1,0,0,0,[HJ DK],6,0.0000,[CT C7 SA HT HQ H7 DK D9 D8 D7],[HJ CA],-,2,1,1,0,0,1
[DJ CT C7 ST SQ HK HQ DK D9 D8],D,3,0,1,0,0,0,[HJ SA],13,0.0000,[CT C7 SA ST SQ HK HQ DK D9 D8],[HJ DJ],-,2,1,1,1,0,0
[HJ CQ C8 S7 HK HQ H7 DK D8 D7],H,3,0,0,0,0,0,[SK SQ],7,0.0000,[C8 SK SQ S7 HK HQ H7 DK D8 D7],[HJ CQ],-,1,0,0,0,0,0
[SJ CT C7 ST SK HA H9 H8 DT D8],S,3,1,2,0,0,0,[C9 DA],11,0.1750,[SJ CT C9 C7 ST SK HA DA DT D8],[H9 H8],S,4,2,2,1,0,0
[CJ CA CT C9 C7 S8 HA DA DQ D7],C,5,2,0,0,0,0,[SK HQ],7,0.4250,[CJ CA CT C9 C7 HA HQ DA DQ D7],[SK S8],C,5,2,0,0,0,0
[CJ C9 SA ST SK SQ HK H8 DT D9],C,2,1,2,1,0,0,[DA D7],11,0.0000,[SA ST SK SQ HK H8 DA DT D9 D7],[CJ C9],-,0,2,2,2,0,0
[CA CT CQ ST S9 HA HK HQ DK D7],-,3,1,1,0,0,0,[S8 DA],11,0.0000,[CQ ST S9 S8 HA HK HQ DA DK D7],[CA CT],-,1,2,1,0,0,2
[SA ST SK S9 S7 HA HK DK D8 D7],-,0,2,1,1,1,0,[SJ C9],2,0.0000,[SA ST SK S9 S7 HA HK DK D8 D7],[SJ C9],-,0,2,1,1,1,0
[HJ DJ CA CQ C8 SA SQ S7 HA D9],HD,5,2,0,0,0,0,[DA D8],11,0.9000,[HJ DJ CA CQ C8 SA SQ HA DA D8],[S7 D9],HD,5,3,0,0,0,0
[CJ HJ CQ C9 SK SQ H8 DA DK DQ],CH,4,1,0,0,0,0,[C7 D9],0,0.1750,[CJ HJ CQ C9 C7 H8 DA DK DQ D9],[SK SQ],CH,5,1,0,0,0,0
[CJ HJ CA CT C7 SQ S7 H9 DQ D8],CH,5,0,0,0,0,0,[C9 DA],11,0.7000,[CJ HJ CA CT C9 C7 SQ DA DQ D8],[S7 H9],CH,6,1,0,0,0,0
[HJ CA CT CK CQ ST S8 HT HQ DT],H,5,0,3,0,0,0,[DJ SQ],5,0.0000,[CA CT CK CQ ST SQ S8 HT HQ DT],[HJ DJ],-,4,0,3,0,0,0
[SJ SA SK HT HK H9 H8 DK D8 D7],S,1,1,1,0,1,0,[C7 ST],10,0.0000,[SA ST SK HT HK H9 H8 DK D8 D7],[SJ C7],-,0,1,2,1,1,0
[HJ DJ CK C7 SK S9 S7 HT H7 D8],HD,4,0,1,0,0,0,[C8 SQ],3,0.0000,[CK C8 C7 SK SQ S9 S7 HT H7 D8],[HJ DJ],-,3,0,1,0,0,0
[CK C7 ST SQ HT H9 H8 DK DQ D8],-,2,0,2,0,0,0,[SJ S9],2,0.0000,[C7 ST SQ S9 HT H9 H8 DK DQ D8],[SJ CK],-,1,0,2,0,0,0
[DJ CK CQ C8 S9 HK HQ H9 H8 D7],D,4,0,0,0,0,0,[CT C9],10,0.0000,[CK CQ C9 C8 S9 HK HQ H9 H8 D7],[DJ CT],-,4,0,0,0,0,1
[DJ CQ ST SK SQ H9 H8 D9 D8 D7],D,2,0,1,0,0,0,[CT H7],10,0.0000,[CQ ST SK SQ H9 H8 H7 D9 D8 D7],[DJ CT],-,1,0,1,0,0,1
[SJ CK CQ C9 ST HA H9 DA DT D7],S,4,2,2,1,0,0,[S7 DK],4,0.0000,[CQ C9 ST S7 HA H9 DA DT DK D7],[SJ CK],-,2,2,2,1,1,0
[CT C7 S9 S7 H9 H7 DT DK D9 D7],-,2,0,1,0,1,0,[ST D8],10,0.0000,[ST S9 S7 H9 H7 DT DK D9 D8 D7],[CT C7],-,0,0,2,0,1,1
[CT CQ SA SK S8 HA DT DK DQ D7],-,2,2,1,0,1,0,[DJ ST],12,0.0000,[CQ SA ST SK S8 HA DT DK DQ D7],[DJ CT],-,1,2,2,1,2,1
[CJ DJ CA CK C8 SA S7 HK H9 DT],CD,5,1,1,0,0,0,[C7 SQ],3,0.3000,[CJ DJ CA CK C8 C7 SA SQ S7 DT],[HK H9],CD,6,1,1,0,0,0
