Hand,Skat,BestGame,ProbNull,SafeSuits,VoidSuits,TotalGaps,Blank8s,Gaps_C,Gaps_S,Gaps_H,Gaps_D
 [CK C8 SA SQ S8 HT H7 DJ D8 D7]    ,[SK DK],Null,0.05,1,0,6,0,2,3,1,0
 [SJ S9 S7 HQ H8 H7 DQ DT D9 D7]    ,[C9 SA],Null,0.9,3,1,1,0,0,0,1,0
 [CQ C7 SJ S8 H9 DA DK DT D8 D7]    ,[ST HK],Null,0.1,1,0,4,0,1,2,1,0
 [C8 SJ S9 S7 H9 H8 DQ DJ DT D7]    ,[CK HA],Null,0.1,1,0,3,1,1,0,1,1
 [CA CT C8 C7 S8 S7 HQ HJ H9 H7]    ,[DJ D9],Null,0.8,3,1,1,0,1,0,0,0
 [CT C9 SA SK ST S9 HJ H9 H8 D7]    ,[CK C8],Null,0.1,1,0,6,0,1,4,1,0
 [CQ C9 C8 SQ SJ ST DK DJ D9 D7]    ,[S9 HT],Null,0.05,2,1,4,0,2,2,0,0
 [C7 SK SQ S9 HQ H9 H8 DA DQ DT]    ,[CK HK],Null,0.05,1,0,8,0,0,3,2,3
 [SJ S9 HK H8 H7 DA DK D9 D8 D7]    ,[CK CQ],Null,0.05,2,1,3,0,0,2,1,0
 [CJ CT SQ S9 S8 S7 H8 H7 DQ D7]    ,[CK HA],Null,0.1,2,0,3,0,2,0,0,1
 [CJ C9 C8 C7 S7 H7 DA DQ DT D9]    ,[SQ HA],Null,0.1,3,0,4,0,0,0,0,4
 [C7 S9 HA HK HT H7 DA D9 D8 D7]    ,[CA CQ],Null,0.15,1,0,5,0,0,1,3,1
 [C9 C8 ST S9 S8 S7 DA DQ D8 D7]    ,[CK HA],Null,0.35,2,1,3,0,1,0,0,2
 [CK CQ CJ S7 H9 H7 DA DK DT D7]    ,[CT HK],Null,0.05,2,0,6,0,3,0,0,3
 [CK CT C9 C7 HK HT H8 H7 D9 D7]    ,[ST DQ],Null,1.0,4,1,0,0,0,0,0,0
 [CK CQ C9 C8 S9 S7 DK DT D8 D7]    ,[SA H8],Null,0.25,3,1,2,0,2,0,0,0
 [C7 SJ S9 S7 H8 DA DK DQ D9 D7]    ,[HQ HT],Null,0.75,2,0,2,1,0,0,1,1
 [SQ ST S9 S8 S7 HQ H9 H7 D8 D7]    ,[CK HJ],Null,1.0,4,1,0,0,0,0,0,0
 [CQ CT C8 SK ST S8 DA DK D9 D7]    ,[C9 HQ],Null,0.05,1,1,6,0,1,3,0,2
 [ST S9 S7 HK HJ H9 H8 DQ DJ D7]    ,[CT HA],Null,0.1,2,1,3,0,0,0,1,2
 [CK CT SQ ST HK HQ H9 DT D9 D8]    ,[CJ S9],Null,0.05,0,0,8,0,2,2,3,1
 [CQ C9 C8 C7 SA S9 S8 S7 DJ D8]    ,[HQ DA],Null,0.2,2,1,3,0,0,1,0,2
 [CT C8 SK S9 S7 HJ H8 DK DT D9]    ,[H7 DJ],Null,0.05,0,0,7,0,2,1,1,3
 [CT C8 SQ S9 S7 HK HQ HJ H8 H7]    ,[DK DQ],Null,0.4,2,1,3,0,2,1,0,0
 [S9 S7 HA HK HT H7 DA DQ D9 D7]    ,[CK CT],Null,0.2,2,1,5,0,0,0,3,2
 [C7 H9 H7 DK DQ DJ DT D9 D8 D7]    ,[SJ S9],Null,1.0,4,1,0,0,0,0,0,0
 [SA SJ ST S9 S7 DQ DJ DT D8 D7]    ,[HA H9],Null,1.0,4,2,0,0,0,0,0,0
 [CK C9 C7 SK S8 HQ H9 H8 DQ DT]    ,[SJ DK],Null,0.05,0,0,7,0,1,2,2,2
 [CK CQ CT C7 ST S7 HK H8 DQ D7]    ,[SJ HQ],Null,0.05,0,0,6,0,2,1,2,1
 [CA C9 C8 C7 S9 S8 HT DJ DT D8]    ,[SA HK],Null,0.05,0,0,5,0,1,1,1,2
 [CA CT C9 SQ S9 S7 H7 DT D8 D7]    ,[CK HJ],Null,0.05,2,0,4,0,3,1,0,0
 [C8 C7 S7 H9 H8 DK DQ DT D9 D8]    ,[SK HK],Null,0.2,2,0,2,0,0,0,1,1
 [CK CT ST HA HJ H9 H8 H7 DT D8]    ,[CJ SK],Null,0.05,1,0,5,0,2,1,0,2
 [SK SQ ST S8 H7 DA DK DT D9 D8]    ,[HK HQ],Null,0.05,2,1,4,0,0,3,0,1
 [C8 C7 S7 HA HQ HT H9 DA DJ D9]    ,[CT S9],Null,0.05,2,0,7,0,0,0,4,3
 [C9 C8 S9 S8 S7 HK HQ H9 H7 D7]    ,[CQ DA],Null,0.25,2,0,2,0,1,0,1,0
 [SA SK SQ ST S7 HK HJ HT H7 D8]    ,[CQ C9],Null,0.3,1,1,4,1,0,2,1,1
 [CT C9 S8 HQ H9 H7 DQ DJ D9 D8]    ,[CJ HK],Null,0.15,0,0,5,1,2,1,1,1
 [C8 SK SQ S9 S8 H7 DK DQ D9 D8]    ,[CQ HK],Null,0.1,1,0,5,1,1,2,0,2
 [SA SJ ST S8 S7 HT H8 DJ DT D9]    ,[CK C7],Null,0.2,2,1,4,0,0,0,2,2
 [CK CT C7 ST S7 HA HK HQ H8 H7]    ,[CA D9],Null,0.2,1,1,4,0,2,1,1,0
 [CJ CT C9 HK HQ HT H9 DQ DJ D7]    ,[C8 DT],Null,0.1,1,1,5,0,1,0,3,1
 [C8 S9 S8 HQ H8 DA DK DT D9 D8]    ,[CK HK],Null,0.05,0,0,5,1,1,1,2,1
 [ST S9 HA HK HQ H8 H7 DJ DT D7]    ,[CA CQ],Null,0.15,1,1,4,0,0,2,1,1
 [ST S8 S7 HK HT H9 H8 H7 DT D8]    ,[CA CT],Null,0.6,3,1,2,0,0,0,0,2
 [CK C9 C7 HK HT H9 H8 DK DQ DJ]    ,[CT ST],Null,0.05,1,1,5,0,1,0,1,3
 [CK CQ C9 C7 SA ST S7 H8 H7 D8]    ,[SK DA],Null,0.25,1,0,4,1,1,2,0,1
 [C7 ST S8 S7 HK H9 DA DJ D8 D7]    ,[CA CK],Null,0.1,2,0,3,0,0,0,2,1
 [CA CK CT C9 C7 S7 H9 H8 D8 D7]    ,[SQ DK],Null,0.65,3,0,1,0,0,0,1,0
 [C8 SK S9 S8 S7 H9 DA DQ D9 D7]    ,[CQ CT],Null,0.4,1,0,4,1,1,0,1,2
 [C9 C7 SJ S7 HK HJ H9 DT D8 D7]    ,[CK SQ],Null,0.05,2,0,4,0,0,1,3,0
 [CA CQ C9 C7 S9 H9 DK DT D9 D7]    ,[ST HA],Null,0.35,1,0,4,0,2,1,1,0
 [CT C9 S8 HA HT H9 H7 DK D9 D8]    ,[SA SK],Null,0.05,0,0,6,1,2,1,1,2
 [C8 SA SQ SJ ST S8 HT H8 DT D9]    ,[CA SK],Null,0.3,0,0,7,1,1,2,2,2
 [CQ CT C7 SJ S9 S7 H7 DJ D9 D7]    ,[CK HT],Null,0.4,3,0,2,0,2,0,0,0
 [SA SK ST S8 HQ H8 DQ DJ D9 D7]    ,[CQ C9],Null,0.1,2,1,6,0,0,4,2,0
 [C7 SQ ST S9 S7 HA HK H9 H7 D7]    ,[C9 DQ],Null,0.65,3,0,2,0,0,0,2,0
 [CJ C9 C7 HT H8 H7 DA DT D9 D7]    ,[SJ S9],Null,0.9,3,1,1,0,0,0,0,1
 [CQ C7 SK ST S9 S8 S7 DQ D8 D7]    ,[HA HQ],Null,0.35,2,1,2,0,1,0,0,1
 [C8 SA SJ S9 S8 HT DA DT D8 D7]    ,[CQ C9],Null,0.1,0,0,5,1,1,2,1,1
 [CK CQ CT SA ST S8 HK HQ H9 D7]    ,[SJ S9],Null,0.05,1,0,8,0,3,2,3,0
 [CT C8 C7 ST S9 HQ DJ DT D8 D7]    ,[HJ HT],Null,0.1,2,0,3,0,0,2,1,0
 [C9 C7 SQ SJ S8 HQ HT H7 D9 D7]    ,[SK HJ],Null,0.1,2,0,4,0,0,3,1,0
 [CK CT C9 HK H9 H8 DQ DJ D8 D7]    ,[SA SQ],Null,0.05,2,1,5,0,3,0,2,0
 [CQ C9 C8 ST S7 DK DQ DJ DT D7]    ,[S9 HK],Null,0.2,2,1,3,0,2,0,0,1
 [CQ CT C9 C7 SQ S7 H9 DA D9 D8]    ,[SJ HQ],Null,0.05,1,0,4,0,0,1,1,2
 [CK C9 C8 ST S7 H9 H8 DK DJ D8]    ,[SA HT],Null,0.05,0,0,7,0,2,1,1,3
 [CJ C8 SK ST S9 S8 S7 H7 DJ DT]    ,[CK HQ],Null,0.05,2,0,4,0,2,0,0,2
 [CA CT C8 C7 S9 S7 HT H9 DT D7]    ,[SK H8],Null,0.55,1,0,3,0,1,0,1,1
 [CA CJ CT C8 C7 S7 H9 DT D9 D7]    ,[SK HT],Null,0.6,3,0,1,0,0,0,1,0
 [CK CT C7 SK S8 S7 HK HJ H9 H7]    ,[DA DK],Null,0.05,2,1,3,0,2,1,0,0
 [CQ C8 S9 H8 H7 DQ DJ DT D9 D8]    ,[SA S8],Null,0.2,1,0,4,0,2,1,0,1
 [C9 SK SQ ST S7 HJ HT DJ D8 D7]    ,[CK D9],Null,0.1,1,0,5,0,1,2,2,0
 [CK CJ CT C8 C7 HT H7 DQ D8 D7]    ,[SA SK],Null,0.65,2,1,2,0,0,0,1,1
 [CJ CT C9 C7 DA DQ DT D9 D8 D7]    ,[ST HK],Null,1.0,4,2,0,0,0,0,0,0
 [C9 SA SK ST S9 S8 HQ H8 DT D9]    ,[S7 HJ],Null,0.15,1,0,5,0,1,0,2,2
 [C9 C8 SK ST S9 S7 H7 DT D9 D7]    ,[CK HQ],Null,0.35,3,0,1,0,1,0,0,0
 [CK CQ C9 C8 C7 H9 DQ DT D9 D8]    ,[SQ H8],Null,0.25,2,1,2,0,0,0,1,1
 [CK CJ C7 S8 HK HT H9 DT D9 D7]    ,[CA S7],Null,0.05,2,0,5,1,2,0,3,0
 [CQ CJ CT C7 HJ HT DQ D9 D8 D7]    ,[S9 HQ],Null,0.1,2,1,3,0,1,0,2,0
 [CA CK C8 C7 SQ S8 S7 HT H8 D9]    ,[H7 DA],Null,0.4,1,0,4,0,2,1,0,1
 [CQ C8 ST S8 HK H8 DA DK D9 D7]    ,[CA HQ],Null,0.05,0,0,8,0,2,2,2,2
 [C7 SQ SJ S8 HQ HT H7 DT D9 D8]    ,[CT ST],Null,0.1,1,0,5,0,0,2,2,1
 [CA CK CQ C9 C7 S9 HQ H8 DQ D8]    ,[SK SQ],Null,0.05,0,0,6,0,1,1,2,2
 [CA CJ C8 C7 HA HT H9 H7 DT D7]    ,[SQ ST],Null,0.75,1,1,3,0,1,0,1,1
 [C9 C8 SA ST S9 S7 DA DQ DT D8]    ,[CQ HA],Null,0.15,1,1,6,0,1,1,0,4
 [CJ C9 C7 S7 HT H9 H7 DT D9 D7]    ,[CK SA],Null,1.0,4,0,0,0,0,0,0,0
 [SK S7 HQ HJ HT H9 H7 DT D9 D7]    ,[CA CK],Null,0.1,3,1,1,0,0,1,0,0
 [CA CT C9 C7 SQ ST H9 H8 DJ D7]    ,[SK DK],Null,0.05,0,0,5,0,1,2,1,1
 [C9 SK SQ S9 S8 HT DK DT D8 D7]    ,[CQ HQ],Null,0.05,1,0,4,0,1,2,1,0
 [CQ CT C7 SK S9 S8 HQ HT H9 D7]    ,[CK SQ],Null,0.05,1,0,7,0,2,2,3,0
 [C8 S9 HT H9 H7 DA DJ DT D9 D8]    ,[CK SQ],Null,0.1,1,0,3,1,1,1,0,1
 [CQ CJ C9 C7 SA SQ S8 S7 DJ D7]    ,[HQ HT],Null,0.45,2,1,3,0,0,2,0,1
 [CK CT C8 C7 HK HQ DQ DT D9 D7]    ,[SQ HT],Null,0.05,3,1,2,0,0,0,2,0
 [C9 SK SQ HA HK HT H9 DA D9 D8]    ,[C7 H7],Null,0.05,0,0,7,0,1,2,2,2
 [CK CT C9 ST S9 HJ H9 H8 DT D7]    ,[H7 DA],Null,0.1,1,0,6,0,3,2,0,1
 [HA HK HT H8 H7 DQ DJ DT D8 D7]    ,[CK SJ],Null,1.0,4,2,0,0,0,0,0,0
 [C8 S8 HA HK H8 H7 DQ DJ DT D9]    ,[CQ H9],Null,0.1,0,0,5,2,1,1,1,2
 [CK C9 ST S8 S7 HA HK HJ HT D9]    ,[SQ DK],Null,0.05,1,0,7,0,2,0,4,1
 [C9 C8 SJ S7 HK HT H7 DK DT D7]    ,[CK DQ],Null,0.1,0,0,6,0,1,1,2,2
 [CT C8 C7 S9 S7 H9 DK DJ D9 D7]    ,[SA HQ],Null,0.6,3,0,1,0,0,0,1,0
 [S8 HA HQ HT H9 H7 DQ DJ D9 D7]    ,[CT SJ],Null,1.0,3,1,1,1,0,1,0,0
 [CK CT C9 ST S8 S7 H9 DK D8 D7]    ,[HJ DJ],Null,0.1,1,0,5,0,3,0,1,1
 [CQ CT C8 S7 H7 DK DJ DT D9 D7]    ,[HA HK],Null,0.25,3,0,3,0,3,0,0,0
 [CJ C9 C7 S9 S8 S7 DK DQ D9 D8]    ,[SQ HA],Null,0.3,3,1,2,0,0,0,0,2
 [CT S8 HA HK HJ H7 DK DJ D8 D7]    ,[SK SQ],Null,0.05,1,0,5,1,1,1,3,0
 [C8 C7 SK SJ S9 S8 S7 H8 H7 D7]    ,[HA DA],Null,1.0,4,0,0,0,0,0,0,0
 [CT C7 SK ST S9 S7 HK H9 H7 D8]    ,[CA DA],Null,0.2,1,0,3,1,1,0,1,1
 [SQ S9 HJ HT H9 H8 DA DT D9 D8]    ,[CK SK],Null,0.05,1,1,5,0,0,2,1,2
 [CQ C9 C7 SJ S9 S8 S7 H9 H8 D8]    ,[DJ DT],Null,0.6,1,0,3,1,1,0,1,1
 [CT C9 C7 SJ S8 H9 DA DT D9 D8]    ,[ST HQ],Null,0.1,1,0,5,0,0,2,1,2
 [CA CK C8 C7 SA SK ST S9 S8 H8]    ,[HQ DT],Null,0.2,1,1,4,1,2,1,1,0
 [CQ C8 SA S9 S8 S7 HK HQ HT H8]    ,[SQ DQ],Null,0.1,2,1,5,0,2,0,3,0
 [CT C9 SQ S9 HT DA DJ DT D8 D7]    ,[CK HQ],Null,0.05,1,0,5,0,2,2,1,0
 [CK CJ C9 SQ SJ ST S8 S7 DK DT]    ,[C8 H9],Null,0.1,2,1,5,0,3,0,0,2
 [C9 C8 S9 S7 HT H9 H8 H7 D8 D7]    ,[CK DK],Null,0.5,3,0,1,0,1,0,0,0
 [CA CK CQ CT C7 S8 H9 H7 D9 D7]    ,[SK HK],Null,0.6,2,0,3,1,2,1,0,0
 [C9 S9 HK HQ H9 H7 DA DK D9 D8]    ,[CK SJ],Null,0.05,0,0,6,0,1,1,1,3
 [CK C8 S9 HA HJ HT H9 H8 DQ D9]    ,[C9 SK],Null,0.05,0,0,6,0,2,1,1,2
 [CQ C9 C7 SJ ST S9 S8 H7 DT D8]    ,[C8 D9],Null,0.3,2,0,2,0,0,1,0,1
 [CT C8 C7 SK SQ SJ H9 DJ DT D8]    ,[HQ DQ],Null,0.05,1,0,6,0,0,3,1,2
 [CT C8 ST HQ HT H9 H7 DQ DT D8]    ,[CA SK],Null,0.1,1,0,6,0,2,1,0,3
 [C9 C7 S7 HQ HJ H9 H7 DT D9 D7]    ,[SQ SJ],Null,1.0,4,0,0,0,0,0,0,0
 [C9 C7 S9 HA HK HQ HT DQ D9 D7]    ,[CJ S7],Null,0.05,1,0,6,0,0,1,4,1
 [C7 S9 S8 HQ HJ H7 DQ DT D9 D8]    ,[C8 SA],Null,0.05,1,0,4,0,0,1,2,1
 [CK CQ CT C8 C7 ST S9 S8 S7 H8]    ,[HA DQ],Null,1.0,3,1,1,1,0,0,1,0
 [CA CK CQ C8 C7 S9 H9 DK DJ D9]    ,[SK HT],Null,0.1,0,0,6,0,1,1,1,3
 [CQ CT SK ST S9 HQ H9 H7 DJ D9]    ,[CK DT],Null,0.05,0,0,8,0,2,3,1,2
 [CT C9 SJ S9 HK HT H9 H8 DT D7]    ,[SK S8],Null,0.25,0,0,6,0,2,2,1,1
 [CQ C8 SQ SJ ST S9 H7 DQ D9 D8]    ,[HQ DJ],Null,0.05,1,0,5,0,2,2,0,1
 [C9 C7 SQ ST S9 S8 HK HT DQ D9]    ,[SK SJ],Null,0.05,1,0,5,0,0,1,2,2
 [ST S7 HA HK HT H8 DQ DT D9 D7]    ,[CA CT],Null,0.15,2,1,5,0,0,1,4,0
 [CK CT C9 C8 C7 HA HK H9 H7 D7]    ,[DA DQ],Null,0.4,3,1,2,0,0,0,2,0
 [ST S7 HK HQ HT H7 DK DQ DT D8]    ,[CA HJ],Null,0.1,1,1,5,0,0,1,1,3
 [CK CT C8 SA SK S8 S7 H8 DT D7]    ,[HQ HJ],Null,0.1,0,0,7,1,3,2,1,1
 [CT SK SQ S8 S7 HA HK H9 H7 DT]    ,[CA D9],Null,0.1,0,0,5,0,1,1,2,1
 [SK SJ ST HQ HT H9 H8 DQ DJ D9]    ,[CT S7],Null,0.05,1,1,7,0,0,3,1,3
 [C9 SA ST S9 S8 S7 HK H8 H7 D8]    ,[DA DK],Null,0.2,1,0,3,1,1,0,1,1
 [CT C8 S9 HT H8 DA DQ DJ D8 D7]    ,[SJ S8],Null,0.45,1,0,5,0,2,1,2,0
 [CT C9 C8 C7 S7 HJ H8 DQ DJ D9]    ,[SK H9],Null,0.05,2,0,5,0,0,0,2,3
 [CA CK CT C9 C7 H7 DA DT D8 D7]    ,[ST S9],Null,0.95,3,1,1,0,0,0,0,1
 [SJ ST S9 S8 HK HQ H9 H7 DT D9]    ,[CA SQ],Null,0.15,1,1,4,0,0,1,1,2
 [CA CQ CT C8 ST S7 DA DQ D8 D7]    ,[SQ HA],Null,0.25,1,1,7,0,4,1,0,2
 [C9 C7 SJ S8 S7 HJ HT H9 H7 D8]    ,[CA CK],Null,1.0,3,0,1,1,0,0,0,1
 [C9 C8 SA SK ST S8 S7 H8 DQ DJ]    ,[HK DT],Null,0.15,1,0,4,1,1,0,1,2
 [SA SK S9 HA HK H9 H8 DK D9 D8]    ,[CK H7],Null,0.05,1,1,6,0,0,3,1,2
 [C7 SA SQ SJ S8 S7 H8 DK DJ D7]    ,[HQ HT],Null,0.15,2,0,3,1,0,0,1,2
 [C8 SA SK SQ ST S7 H9 DT D9 D8]    ,[CA CK],Null,0.15,0,0,5,1,1,2,1,1
 [C9 C8 SQ SJ S8 S7 HJ H8 H7 DT]    ,[CA DK],Null,0.2,2,0,2,0,1,0,0,1
 [CA CK C9 C7 ST S7 H7 DK DT D9]    ,[HK HJ],Null,0.1,1,0,6,0,2,1,0,3
 [CJ C7 SQ ST HJ HT H7 DQ DT D8]    ,[CA S9],Null,0.05,0,0,7,0,1,2,1,3
 [C8 C7 SK SJ ST S9 S8 S7 H8 D8]    ,[HK DK],Null,0.9,2,0,2,2,0,0,1,1
 [CA CK CT C9 C8 C7 S7 D9 D8 D7]    ,[SK ST],Null,1.0,4,1,0,0,0,0,0,0
 [CK C7 SJ S9 HA HJ H9 H8 DQ D9]    ,[CT SQ],Null,0.05,0,0,7,0,1,2,2,2
 [C9 C7 HA HK HQ HJ H9 H8 H7 D7]    ,[SQ S9],Null,1.0,4,1,0,0,0,0,0,0
 [ST S9 HA HK HQ H9 H8 DQ DT D9]    ,[CK CJ],Null,0.05,1,1,7,0,0,2,2,3
 [CK CQ C8 C7 ST DQ DJ DT D8 D7]    ,[S9 HJ],Null,0.45,2,1,2,0,1,1,0,0
 [C8 C7 SK SJ S8 S7 H9 H8 D9 D8]    ,[CA DJ],Null,0.3,2,0,2,0,0,0,1,1
 [CK C8 S7 HQ HT H9 H8 DA DT D7]    ,[CA S8],Null,0.05,1,0,5,0,2,0,1,2
 [CQ C9 C8 S9 H8 DA DK DT D9 D8]    ,[CT SA],Null,0.1,0,0,4,1,1,1,1,1
 [CA CT C9 C8 ST HA HK H9 H7 D8]    ,[DK DT],Null,0.1,0,0,6,1,2,1,2,1
 [CA CK CJ CT C7 S8 H8 DQ DJ D7]    ,[SQ HK],Null,0.1,0,0,5,2,1,1,1,2
 [CK CQ C9 C8 C7 SK S8 S7 HK HT]    ,[CA HQ],Null,0.1,2,1,3,0,0,1,2,0
 [C9 SA SK ST S9 HA HT H7 DQ D7]    ,[CK D8],Null,0.05,0,0,8,0,1,4,2,1
 [C9 C8 C7 S8 HQ H7 DA D9 D8 D7]    ,[SK ST],Null,0.35,1,0,3,1,0,1,1,1
 [CA C8 C7 HQ HT H9 H8 DQ D8 D7]    ,[SA SQ],Null,0.05,1,1,3,0,1,0,1,1
 [CQ CT SQ ST HQ HJ H9 H7 DQ D9]    ,[CA HT],Null,0.05,1,0,6,0,2,2,0,2
 [CQ CT C8 SQ S7 HA H9 DJ D9 D8]    ,[CK S8],Null,0.05,0,0,7,0,3,1,2,1
 [CK CQ C7 SQ ST S8 HT DJ DT D9]    ,[SA H9],Null,0.05,0,0,8,0,2,3,1,2
 [CT C8 C7 S9 HA HQ HT H9 H8 DT]    ,[DJ D9],Null,0.1,1,0,3,0,0,1,1,1
 [C7 SA ST S9 S8 S7 H7 DQ D9 D8]    ,[CQ HJ],Null,0.25,3,0,2,0,0,0,0,2
 [C8 S7 HQ HJ HT H9 DA DK D9 D7]    ,[H8 DQ],Null,0.4,1,0,3,1,1,0,1,1
 [CT C8 C7 SK S9 S8 HK HT H8 D7]    ,[CA SQ],Null,0.15,2,0,5,0,0,2,3,0
 [SA SJ S9 S7 HT H9 H8 DT D8 D7]    ,[CK CQ],Null,0.2,2,1,2,0,0,1,1,0
 [CA CQ C8 S9 HT H8 DA DK DT D8]    ,[CJ SK],Null,0.05,0,0,10,0,3,1,2,4
 [CJ CT C9 C7 S8 H9 DA DQ D9 D7]    ,[SK HK],Null,0.35,1,0,4,1,0,1,1,2
 [C9 C8 ST HA HT H9 DK DJ D9 D8]    ,[CK CT],Null,0.05,0,0,6,0,1,1,3,1
 [CA CQ C9 C7 S7 H9 H7 DJ D8 D7]    ,[SJ ST],Null,0.75,3,0,2,0,2,0,0,0
 [CQ CJ C9 C8 C7 S8 S7 HK H7 D7]    ,[DK DQ],Null,0.2,3,0,1,0,0,0,1,0
 [CK CQ C8 HA H9 H8 DK DJ D8 D7]    ,[SK DA],Null,0.05,2,1,5,0,3,0,2,0
 [CT C8 S7 HJ HT H9 DA DJ D9 D8]    ,[S9 HQ],Null,0.15,1,0,6,0,2,0,2,2
 [CQ CT S9 S7 HQ HJ H9 H7 DT D9]    ,[H8 DK],Null,0.1,2,0,4,0,2,0,0,2
 [CA CQ C8 C7 ST S7 H9 D9 D8 D7]    ,[SJ HK],Null,0.25,1,0,4,0,2,1,1,0
 [C9 SA SK SQ S8 HK HJ H8 H7 DQ]    ,[C7 D9],Null,0.05,1,0,6,0,1,4,0,1
 [CQ C9 S9 S8 HQ H7 DJ DT D9 D7]    ,[CK S7],Null,0.1,2,0,3,0,2,0,1,0
 [CK CJ C9 SQ S8 H9 DJ DT D9 D7]    ,[CT SK],Null,0.05,1,0,6,0,3,2,1,0
 [CA CK C9 C8 SA SJ ST S8 HT H8]    ,[DK DQ],Null,0.15,1,1,8,0,3,3,2,0
 [C8 S9 HQ H8 H7 DK DJ DT D9 D7]    ,[CA CK],Null,0.3,1,0,3,1,1,1,1,0
 [CK C9 C8 C7 S9 HA HQ H8 DK D9]    ,[SA SK],Null,0.05,1,0,6,0,0,1,3,2
 [C9 SK ST S8 S7 H8 DJ D9 D8 D7]    ,[CQ HA],Null,0.5,2,0,2,1,1,0,1,0
 [CT SA SK ST S8 S7 H7 DJ D8 D7]    ,[HK HJ],Null,0.2,3,0,1,0,1,0,0,0
 [CJ CT C7 SA S9 S8 HK HQ H8 D7]    ,[HJ D9],Null,0.05,1,0,6,0,1,2,3,0
 [CJ C9 C7 ST S8 S7 HK H9 H7 D9]    ,[DQ DJ],Null,0.15,2,0,2,0,0,0,1,1
 [C8 SJ ST S9 S8 HQ H9 H8 H7 D8]    ,[CA DA],Null,0.3,1,0,3,2,1,1,0,1
 [CT C7 SK SJ S8 S7 HK H7 DJ DT]    ,[CA CK],Null,0.05,1,0,4,0,1,0,1,2
 [CK CQ C9 C8 C7 S9 S8 HK H8 H7]    ,[DA DJ],Null,0.1,2,1,2,0,0,1,1,0
 [CA C9 SQ ST S8 S7 DK DJ D8 D7]    ,[CK CQ],Null,0.2,3,1,2,0,2,0,0,0
 [CQ C9 C7 SA SK S9 S7 HK H9 H7]    ,[HJ DQ],Null,0.45,1,1,4,0,1,2,1,0
 [CK C9 C8 C7 SQ ST S7 HJ H9 H7]    ,[SJ D8],Null,0.65,3,1,1,0,0,1,0,0
 [CT C9 C7 SA SJ S9 S7 HK HQ H7]    ,[DA DQ],Null,0.05,2,1,3,0,0,1,2,0
 [ST S9 S8 S7 HK HJ H7 DK DJ D8]    ,[CK SJ],Null,0.05,2,1,5,0,0,0,2,3
 [SA SJ S9 S7 HT H7 DK DT D8 D7]    ,[CK CQ],Null,0.7,2,1,2,0,0,1,1,0
 [CQ C7 S7 HK HQ H9 H7 DK DJ D7]    ,[CA SA],Null,0.05,1,0,4,0,1,0,1,2
 [CQ CT SA SJ S8 S7 HT H9 DK D9]    ,[HQ DJ],Null,0.05,0,0,7,0,2,1,2,2
 [C8 C7 SA ST S8 H7 DK DJ DT D7]    ,[S9 HQ],Null,0.2,2,0,3,0,0,2,0,1
 [CT S9 HK HT H7 DA DK DQ D8 D7]    ,[CK SA],Null,0.05,0,0,5,0,1,1,2,1
 [ST S9 HK HT H9 H8 DA DQ D8 D7]    ,[C9 SJ],Null,0.05,1,1,5,0,0,2,1,2
 [SK S8 HA HK HJ H9 H8 DQ DT D8]    ,[C9 S7],Null,0.05,1,1,5,0,0,1,1,3
 [CJ C9 C8 C7 SJ S8 DK DQ D8 D7]    ,[HK HQ],Null,0.35,2,1,3,0,0,2,0,1
 [C7 SA S9 S8 S7 H8 DQ DJ D8 D7]    ,[HA HK],Null,0.95,2,0,2,1,0,1,1,0
 [C8 SK S9 S8 HQ H9 DA DQ D9 D8]    ,[CK ST],Null,0.05,0,0,8,1,1,2,2,3
 [C9 SK S9 S7 HK HQ H8 DK DQ D8]    ,[CK DJ],Null,0.05,0,0,8,0,1,1,3,3
 [CQ CT C9 C8 C7 H9 DA DQ D8 D7]    ,[SK HA],Null,0.55,2,1,3,0,0,0,1,2
 [SA SQ SJ S7 HK H9 H8 DT D8 D7]    ,[CQ HQ],Null,0.05,2,1,5,0,0,3,2,0
 [C9 C8 C7 HJ HT H9 H7 DT D8 D7]    ,[CA SJ],Null,1.0,4,1,0,0,0,0,0,0
 [C7 SA SQ S8 S7 HA H9 H8 H7 D9]    ,[CQ DA],Null,0.2,1,0,4,0,0,2,1,1
 [C9 SK SQ ST S8 HJ HT H7 DQ DT]    ,[CA CQ],Null,0.05,0,0,7,0,1,3,1,2
 [C8 S8 HA HK HQ HJ H8 H7 D9 D7]    ,[SQ DK],Null,1.0,2,0,2,2,1,1,0,0
 [CA CQ CT C7 ST DQ DJ D9 D8 D7]    ,[HQ HT],Null,0.15,2,1,4,0,3,1,0,0
 [CQ CT C7 HJ H8 H7 DA DQ D9 D7]    ,[CK S8],Null,0.6,2,1,4,0,2,0,0,2
 [CA CK CT C7 S8 HQ HJ H8 DT D9]    ,[SA SQ],Null,0.05,0,0,9,1,3,1,3,2
 [CQ CT SK S9 S8 HT H7 DA D8 D7]    ,[SJ ST],Null,0.05,0,0,5,0,2,1,1,1
 [SA SK SJ ST S9 S8 H8 DK D9 D7]    ,[C9 H9],Null,0.3,1,1,3,1,0,1,1,1
 [CJ CT C9 C7 ST HA HQ H8 H7 D8]    ,[SK DQ],Null,0.2,1,0,4,1,0,1,2,1
 [SA SK SJ S9 HT H8 H7 DK DJ D8]    ,[ST D7],Null,0.05,2,1,5,0,0,3,0,2
