Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,BlankTens,MaxSuitLen,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[CJ DJ CA C9 ST S9 H9 H7 DA DQ],CD,4,1,1,0,0,2,0,0,[HJ S7],2,0.0000,[CJ DJ CA C9 ST S9 H9 H7 DA DQ],,-,-,-,-,-,-,-
[SJ HJ DJ C9 C7 ST S7 HQ H7 DT],SHD,5,0,2,0,1,2,0,0,[HT H9],10,0.0000,[SJ HJ DJ C9 C7 ST S7 HQ H7 DT],,-,-,-,-,-,-,-
[DJ CA C9 SA ST HA H9 DA DK D9],D,3,3,1,1,0,3,0,0,[CQ HK],7,0.1500,[DJ CA C9 SA ST HA H9 DA DK D9],,-,-,-,-,-,-,-
[DJ CQ C7 SA ST S9 S7 HT DT DQ],D,3,1,3,1,1,4,0,0,[SJ H9],2,0.0000,[DJ CQ C7 SA ST S9 S7 HT DT DQ],,-,-,-,-,-,-,-
[HJ CA C9 C8 SA SK SQ S8 H9 D8],H,4,1,0,0,0,4,0,0,[C7 ST],10,0.0000,[HJ CA C9 C8 SA SK SQ S8 H9 D8],,-,-,-,-,-,-,-
[CA CQ ST SK S9 S8 HA HK H8 D8],-,2,1,1,0,0,4,1,0,[SJ HQ],5,0.0000,[CA CQ ST SK S9 S8 HA HK H8 D8],,-,-,-,-,-,-,-
[SJ CT CK HK H7 DA DT DQ D8 D7],S,3,1,1,1,0,5,0,0,[C9 H9],0,0.0000,[SJ CT CK HK H7 DA DT DQ D8 D7],,-,-,-,-,-,-,-
[CJ HJ CA CT SA S9 S7 HQ H9 DQ],CH,4,1,0,0,0,3,0,0,[H8 DT],10,0.0000,[CJ HJ CA CT SA S9 S7 HQ H9 DQ],,-,-,-,-,-,-,-
[DJ CK ST S9 HT H9 H7 DQ D8 D7],D,2,0,2,0,0,3,0,0,[C9 C7],0,0.0000,[DJ CK ST S9 HT H9 H7 DQ D8 D7],,-,-,-,-,-,-,-
[C9 C7 SK SQ HA HT HQ H8 DK D8],-,2,1,1,1,0,4,0,0,[DA DT],21,0.0000,[C9 C7 SK SQ HA HT HQ H8 DK D8],,-,-,-,-,-,-,-
[SA S9 S8 S7 HA HK H7 DA D9 D7],-,0,3,0,0,0,4,0,0,[HJ HT],12,0.0000,[SA S9 S8 S7 HA HK H7 DA D9 D7],,-,-,-,-,-,-,-
[DJ CA SA SQ HT H9 H8 DT DK DQ],D,2,1,2,0,0,3,0,0,[C9 H7],0,0.0000,[DJ CA SA SQ HT H9 H8 DT DK DQ],,-,-,-,-,-,-,-
[CJ HJ CA C8 ST SK S7 HT HQ DQ],CH,4,0,2,0,0,3,1,0,[CQ C9],3,0.0000,[CJ HJ CA C8 ST SK S7 HT HQ DQ],,-,-,-,-,-,-,-
[SJ HJ CQ C8 C7 SA ST SK H9 DK],SH,5,1,1,1,0,3,0,0,[CT HK],14,0.0500,[SJ HJ CQ C8 C7 SA ST SK H9 DK],,-,-,-,-,-,-,-
[C8 SA SQ S8 HT HQ H9 H8 H7 D9],-,1,1,1,0,0,5,0,0,[CT D8],10,0.0000,[C8 SA SQ S8 HT HQ H9 H8 H7 D9],,-,-,-,-,-,-,-
[CA CT CK SQ S9 HA H8 DK DQ D8],-,3,1,0,0,0,3,0,0,[C8 S8],0,0.0000,[CA CT CK SQ S9 HA H8 DK DQ D8],,-,-,-,-,-,-,-
[CA CT SQ S9 S8 HA HK HQ D9 D8],-,2,1,0,0,0,3,0,0,[SK H7],4,0.0000,[CA CT SQ S9 S8 HA HK HQ D9 D8],,-,-,-,-,-,-,-
[CJ DJ CT CQ SA ST SK HT H7 DQ],CD,4,1,2,1,0,3,0,0,[C9 SQ],3,0.0000,[CJ DJ CT CQ SA ST SK HT H7 DQ],,-,-,-,-,-,-,-
[CK C9 C8 SA ST S7 HK HQ H8 D8],-,3,1,1,1,0,3,0,0,[S9 DT],10,0.0000,[CK C9 C8 SA ST S7 HK HQ H8 D8],,-,-,-,-,-,-,-
[C9 ST SK HK H8 H7 DT DK D9 D7],-,1,0,2,0,0,4,1,0,[CT CQ],13,0.0000,[C9 ST SK HK H8 H7 DT DK D9 D7],,-,-,-,-,-,-,-
[CT C7 ST S9 HA HK H9 DA DK D9],-,2,2,1,0,0,3,0,0,[CQ SQ],6,0.0000,[CT C7 ST S9 HA HK H9 DA DK D9],,-,-,-,-,-,-,-
[CT CK SQ S7 HT HK DA DT DQ D7],-,2,1,2,1,0,4,0,0,[CQ S8],3,0.0000,[CT CK SQ S7 HT HK DA DT DQ D7],,-,-,-,-,-,-,-
[SJ CT ST SQ S9 S7 HA HK HQ DK],S,2,1,1,0,0,4,0,0,[DQ D9],3,0.0000,[SJ CT ST SQ S9 S7 HA HK HQ DK],,-,-,-,-,-,-,-
[CJ CT C8 SA S9 HK H8 H7 DA DT],C,3,2,1,1,0,3,0,0,[CK SQ],7,0.0000,[CJ CT C8 SA S9 HK H8 H7 DA DT],,-,-,-,-,-,-,-
[CJ HJ CA CQ C8 C7 SA DK DQ D9],CH,6,1,0,0,0,4,0,0,[S9 H8],0,0.7000,[CJ HJ CA CQ C8 C7 SA DK DQ D9],,-,-,-,-,-,-,-
[HJ DJ CQ S9 S7 HA HT H9 H7 D9],HD,3,1,1,1,0,4,0,0,[CT DQ],13,0.0000,[HJ DJ CQ S9 S7 HA HT H9 H7 D9],,-,-,-,-,-,-,-
[SJ CA CT C7 S8 HA HQ H7 DK D9],S,4,1,0,0,0,3,0,0,[C9 DQ],3,0.0000,[SJ CA CT C7 S8 HA HQ H7 DK D9],,-,-,-,-,-,-,-
[HJ DJ CA CK CQ ST S7 HT DQ D8],HD,5,0,2,0,1,3,0,0,[CT HK],14,0.0000,[HJ DJ CA CK CQ ST S7 HT DQ D8],,-,-,-,-,-,-,-
[SJ DJ ST SK SQ HT HQ H7 DA DK],SD,2,1,2,0,0,3,0,0,[CT CK],14,0.0000,[SJ DJ ST SK SQ HT HQ H7 DA DK],,-,-,-,-,-,-,-
[DJ CT CK C7 S8 S7 HA HK H8 D7],D,4,1,0,0,0,3,0,0,[SA H7],11,0.0000,[DJ CT CK C7 S8 S7 HA HK H8 D7],,-,-,-,-,-,-,-
[CA CQ C9 ST SK SQ S8 H7 D8 D7],-,3,0,1,0,0,4,1,0,[C8 H8],0,0.0000,[CA CQ C9 ST SK SQ S8 H7 D8 D7],,-,-,-,-,-,-,-
[CJ SJ DJ CK CQ C7 S8 HQ H9 H7],CSD,6,0,0,0,0,3,0,0,[C9 DK],4,0.1500,[CJ SJ DJ CK CQ C7 S8 HQ H9 H7],,-,-,-,-,-,-,-
[CJ DJ CT CK SA ST S9 S7 DQ D7],CD,4,1,1,1,0,4,0,0,[SK S8],4,0.0500,[CJ DJ CT CK SA ST S9 S7 DQ D7],,-,-,-,-,-,-,-
[CJ SJ DJ SA SK SQ HK H9 DT D8],CSD,3,1,1,0,0,3,0,0,[H8 D7],0,0.0000,[CJ SJ DJ SA SK SQ HK H9 DT D8],,-,-,-,-,-,-,-
[CA CT C8 S9 H9 H8 DA DT DK D8],-,3,1,1,1,0,4,1,0,[HA H7],11,0.0000,[CA CT C8 S9 H9 H8 DA DT DK D8],,-,-,-,-,-,-,-
[HJ DJ CK SA S8 S7 HK H9 H8 H7],HD,3,1,0,0,0,4,0,0,[S9 HQ],3,0.0000,[HJ DJ CK SA S8 S7 HK H9 H8 H7],,-,-,-,-,-,-,-
[SJ CA CK SA H9 H8 H7 DA DT D7],S,3,2,1,1,0,3,0,0,[HJ HK],6,0.0000,[SJ CA CK SA H9 H8 H7 DA DT D7],,-,-,-,-,-,-,-
[CJ SJ DJ CA C8 SA SK HK H9 D7],CSD,5,1,0,0,0,2,0,0,[ST H7],10,0.2000,[CJ SJ DJ CA C8 SA SK HK H9 D7],,-,-,-,-,-,-,-
[SJ HJ SA SK S7 HA HT HK H9 DT],SH,2,2,2,1,1,4,1,0,[CJ CA],13,0.0000,[SJ HJ SA SK S7 HA HT HK H9 DT],,-,-,-,-,-,-,-
[CJ SJ HJ DJ C7 SA ST HA HK HQ],CSHD,5,2,1,1,0,3,0,0,[CQ DQ],6,1.0000,[CJ SJ HJ DJ C7 SA ST HA HK HQ],,-,-,-,-,-,-,-
[CJ CK C9 C7 S9 S7 H9 H7 DK D7],C,4,0,0,0,0,3,0,0,[CQ ST],13,0.0000,[CJ CK C9 C7 S9 S7 H9 H7 DK D7],,-,-,-,-,-,-,-
[CA CT CK SA S9 S7 HQ H8 DT DK],-,3,1,1,0,0,3,0,0,[HJ C9],2,0.0000,[CA CT CK SA S9 S7 HQ H8 DT DK],,-,-,-,-,-,-,-
[HJ C9 C8 C7 SK HK H7 DA DQ D7],H,4,1,0,0,0,3,0,0,[CA DK],15,0.0000,[HJ C9 C8 C7 SK HK H7 DA DQ D7],,-,-,-,-,-,-,-
[CJ DJ CA CT ST SK S7 H9 DT D7],CD,4,0,2,0,0,3,1,0,[C9 S8],0,0.0000,[CJ DJ CA CT ST SK S7 H9 DT D7],,-,-,-,-,-,-,-
[HJ CK CQ C8 SK SQ HA HQ DQ D9],H,4,1,0,0,0,3,0,0,[SJ S9],2,0.0000,[HJ CK CQ C8 SK SQ HA HQ DQ D9],,-,-,-,-,-,-,-
[CJ DJ CK C9 SQ S9 S8 S7 HT H9],CD,4,0,1,0,0,4,0,0,[ST D7],10,0.0000,[CJ DJ CK C9 SQ S9 S8 S7 HT H9],,-,-,-,-,-,-,-
[CJ DJ CQ SA SK HA HK H9 D9 D8],CD,3,2,0,0,0,3,0,0,[ST S8],10,0.0000,[CJ DJ CQ SA SK HA HK H9 D9 D8],,-,-,-,-,-,-,-
[CJ DJ C9 C8 C7 SQ S7 DK DQ D7],CD,5,0,0,0,0,3,0,0,[CA D8],11,0.0000,[CJ DJ C9 C8 C7 SQ S7 DK DQ D7],,-,-,-,-,-,-,-
[SJ CT CK C9 ST SK SQ S7 DK D7],S,4,0,1,0,0,4,1,0,[S9 HQ],3,0.0000,[SJ CT CK C9 ST SK SQ S7 DK D7],,-,-,-,-,-,-,-
[DJ SA ST SK SQ S7 HT H9 DA DQ],D,1,2,2,1,0,5,1,0,[CQ DK],7,0.0000,[DJ SA ST SK SQ S7 HT H9 DA DQ],,-,-,-,-,-,-,-
[HJ CQ SK SQ S7 HK H9 DK D8 D7],H,2,0,0,0,0,3,0,0,[CT ST],20,0.0000,[HJ CQ SK SQ S7 HK H9 DK D8 D7],,-,-,-,-,-,-,-
[CJ HJ CA CT C9 S9 S7 HA H9 DK],CH,5,1,0,0,0,3,0,0,[C7 HQ],3,0.0000,[CJ HJ CA CT C9 S9 S7 HA H9 DK],,-,-,-,-,-,-,-
[CJ DJ CQ SK S8 S7 HT HQ H8 D8],CD,3,0,1,0,0,3,0,0,[ST H9],10,0.0000,[CJ DJ CQ SK S8 S7 HT HQ H8 D8],,-,-,-,-,-,-,-
[CJ SJ CT HT H9 H7 DK D9 D8 D7],CS,3,0,1,0,0,4,0,0,[S7 H8],0,0.0000,[CJ SJ CT HT H9 H7 DK D9 D8 D7],,-,-,-,-,-,-,-
[DJ CA ST SK SQ S8 H9 H8 DK DQ],D,2,0,1,0,0,4,1,0,[SJ D7],2,0.0000,[DJ CA ST SK SQ S8 H9 H8 DK DQ],,-,-,-,-,-,-,-
[HJ DJ CK SK HA H9 DA DK D8 D7],HD,3,2,0,0,0,4,0,0,[H7 D9],0,0.0000,[HJ DJ CK SK HA H9 DA DK D8 D7],,-,-,-,-,-,-,-
[SJ CK ST S8 HT H9 H7 DA D9 D7],S,2,1,2,0,0,3,0,0,[SA S7],11,0.0000,[SJ CK ST S8 HT H9 H7 DA D9 D7],,-,-,-,-,-,-,-
[HJ CT CQ SK HA H9 DA DT DQ D9],H,3,2,1,1,0,4,0,0,[DK D7],4,0.0000,[HJ CT CQ SK HA H9 DA DT DQ D9],,-,-,-,-,-,-,-
[HJ CK CQ SA SQ S8 HT H8 DT D9],H,3,1,2,0,0,3,0,0,[ST HK],14,0.0000,[HJ CK CQ SA SQ S8 HT H8 DT D9],,-,-,-,-,-,-,-
[HJ CA CQ C9 S9 S7 HK H7 DA DT],H,4,1,1,1,0,3,0,0,[HT H9],10,0.0000,[HJ CA CQ C9 S9 S7 HK H7 DA DT],,-,-,-,-,-,-,-
[HJ CT S7 HK H9 H8 DA DK DQ D9],H,2,1,0,0,0,4,0,0,[C9 S8],0,0.0000,[HJ CT S7 HK H9 H8 DA DK DQ D9],,-,-,-,-,-,-,-
[SJ HJ CT CQ C8 S8 HQ H9 DK DQ],SH,5,0,0,0,0,3,0,0,[SA H7],11,0.0000,[SJ HJ CT CQ C8 S8 HQ H9 DK DQ],,-,-,-,-,-,-,-
[HJ CT CK CQ ST HK H9 H8 DT DQ],H,4,0,2,0,1,3,0,0,[DA D7],11,0.0000,[HJ CT CK CQ ST HK H9 H8 DT DQ],,-,-,-,-,-,-,-
[CJ CQ C8 C7 SK S9 S7 HT D9 D7],C,4,0,1,0,1,3,0,0,[SA DA],22,0.0000,[CJ CQ C8 C7 SK S9 S7 HT D9 D7],,-,-,-,-,-,-,-
[CK C9 C8 C7 SQ H9 H7 DQ D9 D7],-,4,0,0,0,0,4,0,0,[CA HA],22,0.0000,[CK C9 C8 C7 SQ H9 H7 DQ D9 D7],,-,-,-,-,-,-,-
[CA CT CQ C7 SA HA HK DA DQ D8],-,4,3,0,0,0,4,0,0,[HJ D7],2,0.2000,[CA CT CQ C7 SA HA HK DA DQ D8],,-,-,-,-,-,-,-
[CJ CA C9 C7 SA SQ HQ H8 DQ D8],C,4,1,0,0,0,3,0,0,[HJ S9],2,0.0000,[CJ CA C9 C7 SA SQ HQ H8 DQ D8],,-,-,-,-,-,-,-
[DJ CT C8 SA ST S9 HA HT DA D8],D,3,3,2,2,0,3,0,0,[HJ S8],2,0.3000,[DJ CT C8 SA ST S9 HA HT DA D8],,-,-,-,-,-,-,-
[CA CK C9 SA HT H9 H7 DA DT D8],-,3,2,2,1,0,3,0,0,[C7 HQ],3,0.0000,[CA CK C9 SA HT H9 H7 DA DT D8],,-,-,-,-,-,-,-
[CK CQ SQ S9 HA HT H9 H8 H7 DA],-,2,2,1,1,0,5,0,0,[CJ S7],2,0.0000,[CK CQ SQ S9 HA HT H9 H8 H7 DA],,-,-,-,-,-,-,-
[SJ CQ C8 ST SQ S8 HQ H9 H8 D9],S,3,0,1,0,0,3,0,0,[HJ SK],6,0.0000,[SJ CQ C8 ST SQ S8 HQ H9 H8 D9],,-,-,-,-,-,-,-
[CJ SJ C7 SK HA HK H8 DQ D8 D7],CS,3,1,0,0,0,3,0,0,[SQ S8],3,0.0000,[CJ SJ C7 SK HA HK H8 DQ D8 D7],,-,-,-,-,-,-,-
[CJ SJ HJ CA C8 SK HK H9 DA D9],CSH,5,1,0,0,0,2,0,0,[CT S7],10,0.2000,[CJ SJ HJ CA C8 SK HK H9 DA D9],,-,-,-,-,-,-,-
[CK C9 C8 S9 HA HK H8 H7 DA D9],-,3,2,0,0,0,4,0,0,[HJ DJ],4,0.0000,[CK C9 C8 S9 HA HK H8 H7 DA D9],,-,-,-,-,-,-,-
[CJ HJ CT C7 S8 S7 H8 DK D8 D7],CH,4,0,0,0,0,3,0,0,[DJ H7],2,0.0000,[CJ HJ CT C7 S8 S7 H8 DK D8 D7],,-,-,-,-,-,-,-
[CJ SJ HJ SA SQ S8 HK HQ H7 D7],CSH,3,1,0,0,0,3,0,0,[C9 H9],0,0.0000,[CJ SJ HJ SA SQ S8 HK HQ H7 D7],,-,-,-,-,-,-,-
[CJ SJ DJ CT CQ C7 SK S7 H7 DQ],CSD,6,0,0,0,0,3,0,0,[CK D7],4,0.0000,[CJ SJ DJ CT CQ C7 SK S7 H7 DQ],,-,-,-,-,-,-,-
[DJ SA SQ S8 HA HK DA DK DQ D7],D,1,3,0,0,0,4,0,0,[S7 HT],10,0.0000,[DJ SA SQ S8 HA HK DA DK DQ D7],,-,-,-,-,-,-,-
[CJ C8 C7 ST SK H9 H7 DK D8 D7],C,3,0,1,0,0,3,0,0,[DJ DA],13,0.0000,[CJ C8 C7 ST SK H9 H7 DK D8 D7],,-,-,-,-,-,-,-
[DJ CA CT CQ H9 H7 DA DQ D8 D7],D,4,1,0,0,0,4,0,0,[SJ SQ],5,0.0000,[DJ CA CT CQ H9 H7 DA DQ D8 D7],,-,-,-,-,-,-,-
[HJ CT C7 SQ HA H9 H7 DK D9 D7],H,3,1,0,0,0,3,0,0,[ST DA],21,0.0000,[HJ CT C7 SQ HA H9 H7 DK D9 D7],,-,-,-,-,-,-,-
[CA CT CQ C7 SK SQ HT H9 DQ D8],-,4,0,1,0,0,4,0,0,[SJ DK],6,0.0000,[CA CT CQ C7 SK SQ HT H9 DQ D8],,-,-,-,-,-,-,-
[C9 C8 SA S7 HT H8 DT DK D9 D8],-,2,1,2,0,0,4,1,0,[SJ S9],2,0.0000,[C9 C8 SA S7 HT H8 DT DK D9 D8],,-,-,-,-,-,-,-
[HJ CK CQ C9 C7 ST SQ S8 DQ D8],H,5,0,1,0,0,4,0,0,[CJ SA],13,0.0000,[HJ CK CQ C9 C7 ST SQ S8 DQ D8],,-,-,-,-,-,-,-
[SJ ST SK S7 HK H8 DA DK DQ D7],S,1,1,1,0,0,4,1,0,[CK H7],4,0.0000,[SJ ST SK S7 HK H8 DA DK DQ D7],,-,-,-,-,-,-,-
[HJ CK CQ C7 SQ S8 HA H7 DA D9],H,4,2,0,0,0,3,0,0,[CA C8],11,0.0000,[HJ CK CQ C7 SQ S8 HA H7 DA D9],,-,-,-,-,-,-,-
[SJ CK C8 SA S7 HA HK HQ H8 D9],S,3,2,0,0,0,4,0,0,[HT D8],10,0.0000,[SJ CK C8 SA S7 HA HK HQ H8 D9],,-,-,-,-,-,-,-
[SJ CA CT CQ C9 SA S8 HK H9 DQ],S,5,1,0,0,0,4,0,0,[DT D7],10,0.0000,[SJ CA CT CQ C9 SA S8 HK H9 DQ],,-,-,-,-,-,-,-
[CJ CK C9 C8 H9 DA DT DK DQ D8],C,4,1,1,1,0,5,1,0,[SK H7],4,0.0000,[CJ CK C9 C8 H9 DA DT DK DQ D8],,-,-,-,-,-,-,-
[CJ SJ DJ CQ C8 S9 S8 S7 HQ H7],CSD,5,0,0,0,0,3,0,0,[ST D7],10,0.0000,[CJ SJ DJ CQ C8 S9 S8 S7 HQ H7],,-,-,-,-,-,-,-
[SJ CK CQ C8 SQ S9 S7 HA HQ DQ],S,4,1,0,0,0,3,0,0,[CJ SA],13,0.0000,[SJ CK CQ C8 SQ S9 S7 HA HQ DQ],,-,-,-,-,-,-,-
[CJ SJ HJ C7 SQ S9 HQ DA DQ D8],CSH,4,1,0,0,0,3,0,0,[SA H7],11,0.0000,[CJ SJ HJ C7 SQ S9 HQ DA DQ D8],,-,-,-,-,-,-,-
[CT CK C7 SK SQ S7 HA HK DA DQ],-,3,2,0,0,0,3,0,0,[CA D9],11,0.0000,[CT CK C7 SK SQ S7 HA HK DA DQ],,-,-,-,-,-,-,-
[HJ CT C9 S9 S8 S7 HQ H9 H7 D9],H,3,0,0,0,0,3,0,0,[C7 D8],0,0.0000,[HJ CT C9 S9 S8 S7 HQ H9 H7 D9],,-,-,-,-,-,-,-
[CJ DJ SA SK SQ HA HK H8 DA DK],CD,2,3,0,0,0,3,0,0,[S9 D9],0,0.1000,[CJ DJ SA SK SQ HA HK H8 DA DK],,-,-,-,-,-,-,-
[CJ SJ DJ CK C9 S8 HA H8 D9 D8],CSD,5,1,0,0,0,2,0,0,[CT DT],20,0.1500,[CJ SJ DJ CK C9 S8 HA H8 D9 D8],,-,-,-,-,-,-,-
[CT CQ C8 SK S7 HA HT HK H7 DA],-,3,2,1,1,0,4,1,0,[CK H9],4,0.0000,[CT CQ C8 SK S7 HA HT HK H7 DA],,-,-,-,-,-,-,-
[CJ DJ CT CQ C8 S9 S8 HT H8 DK],CD,5,0,1,0,0,3,0,0,[HJ D8],2,0.0000,[CJ DJ CT CQ C8 S9 S8 HT H8 DK],,-,-,-,-,-,-,-
[DJ CA SQ S7 HA HT HQ H8 DT D8],D,2,1,2,1,0,4,0,0,[HJ D9],2,0.0000,[DJ CA SQ S7 HA HT HQ H8 DT D8],,-,-,-,-,-,-,-
[CJ SJ CK C9 ST S8 HA H8 DA D9],CS,4,2,1,0,0,2,0,0,[SA H9],11,0.1000,[CJ SJ CK C9 ST S8 HA H8 DA D9],,-,-,-,-,-,-,-
[CJ CT C8 SA ST HQ H9 H8 DK D7],C,3,1,1,1,0,3,0,0,[S8 D9],0,0.0000,[CJ CT C8 SA ST HQ H9 H8 DK D7],,-,-,-,-,-,-,-
[CK C8 C7 SQ S9 S7 HA HK HQ H9],-,3,1,0,0,0,4,0,0,[DA D7],11,0.0000,[CK C8 C7 SQ S9 S7 HA HK HQ H9],,-,-,-,-,-,-,-
[DJ C7 ST SK S8 HA HQ H9 DT DQ],D,2,1,2,0,0,3,1,0,[H8 D8],0,0.0000,[DJ C7 ST SK S8 HA HQ H9 DT DQ],,-,-,-,-,-,-,-
[CJ CQ C8 C7 SA SQ S8 H8 DQ D8],C,4,1,0,0,0,3,0,0,[HA HT],21,0.0000,[CJ CQ C8 C7 SA SQ S8 H8 DQ D8],,-,-,-,-,-,-,-
[CJ CA C9 SA S9 HT H8 H7 DA D9],C,3,2,1,0,0,3,0,0,[HQ D7],3,0.0000,[CJ CA C9 SA S9 HT H8 H7 DA D9],,-,-,-,-,-,-,-
[CJ SJ S9 S7 HK HQ H9 H7 DQ D7],CS,2,0,0,0,0,4,0,0,[DJ CT],12,0.0000,[CJ SJ S9 S7 HK HQ H9 H7 DQ D7],,-,-,-,-,-,-,-
[CT CK C9 C8 SK S9 S7 HA H9 D8],-,4,1,0,0,0,4,0,0,[DJ CQ],5,0.0000,[CT CK C9 C8 SK S9 S7 HA H9 D8],,-,-,-,-,-,-,-
[DJ CK CQ C9 SA S8 HA HQ H9 D9],D,4,2,0,0,0,3,0,0,[H8 DQ],3,0.0000,[DJ CK CQ C9 SA S8 HA HQ H9 D9],,-,-,-,-,-,-,-
[HJ CA CQ S9 H9 DA DT DK DQ D9],H,3,1,1,1,0,5,1,0,[SJ C9],2,0.0000,[HJ CA CQ S9 H9 DA DT DK DQ D9],,-,-,-,-,-,-,-
[C9 SA SK SQ S9 S8 S7 HK D8 D7],-,1,1,0,0,0,6,0,0,[CJ CQ],5,0.0000,[C9 SA SK SQ S9 S8 S7 HK D8 D7],,-,-,-,-,-,-,-
[CJ CK CQ C9 S8 HA HK HQ DT D7],C,4,1,1,0,0,3,0,0,[ST SQ],13,0.0000,[CJ CK CQ C9 S8 HA HK HQ DT D7],,-,-,-,-,-,-,-
[HJ DJ C9 SK DA DT DK DQ D9 D8],HD,3,1,1,1,0,6,1,0,[SQ HT],13,0.0000,[HJ DJ C9 SK DA DT DK DQ D9 D8],,-,-,-,-,-,-,-
[CK C8 C7 S9 HA HT HK HQ H9 H8],-,3,1,1,1,0,6,1,0,[ST D9],10,0.0000,[CK C8 C7 S9 HA HT HK HQ H9 H8],,-,-,-,-,-,-,-
[DJ CK C9 C8 SK H8 H7 DA DK D9],D,4,1,0,0,0,3,0,0,[CJ DQ],5,0.0000,[DJ CK C9 C8 SK H8 H7 DA DK D9],,-,-,-,-,-,-,-
[C8 C7 HA HQ H9 H7 DK DQ D9 D7],-,2,1,0,0,0,4,0,0,[SK HT],14,0.0000,[C8 C7 HA HQ H9 H7 DK DQ D9 D7],,-,-,-,-,-,-,-
[CJ DJ CT C7 SQ S9 H9 DQ D9 D8],CD,4,0,0,0,0,3,0,0,[SA D7],11,0.0000,[CJ DJ CT C7 SQ S9 H9 DQ D9 D8],,-,-,-,-,-,-,-
[SJ CA CT C9 HQ H9 H8 DT DK D7],S,4,0,1,0,0,3,1,0,[S8 HT],10,0.0000,[SJ CA CT C9 HQ H9 H8 DT DK D7],,-,-,-,-,-,-,-
[C8 SA ST S9 S8 S7 HT H8 H7 D9],-,1,1,2,1,0,5,0,0,[HJ CK],6,0.0000,[C8 SA ST S9 S8 S7 HT H8 H7 D9],,-,-,-,-,-,-,-
[DJ CT C7 HA H9 H8 H7 DA DT DK],D,3,2,1,1,0,4,0,0,[SQ S8],3,0.0500,[DJ CT C7 HA H9 H8 H7 DA DT DK],,-,-,-,-,-,-,-
[CT C7 SQ S7 HT H9 H8 H7 DK D7],-,2,0,1,0,0,4,0,0,[CA CQ],14,0.0000,[CT C7 SQ S7 HT H9 H8 H7 DK D7],,-,-,-,-,-,-,-
[HJ C9 C8 ST SQ S9 HQ H8 H7 D7],H,3,0,1,0,0,3,0,0,[CJ D8],2,0.0000,[HJ C9 C8 ST SQ S9 HQ H8 H7 D7],,-,-,-,-,-,-,-
[SJ HJ C9 C8 C7 SA S9 S7 H8 D8],SH,5,1,0,0,0,3,0,0,[CT D9],10,0.0000,[SJ HJ C9 C8 C7 SA S9 S7 H8 D8],,-,-,-,-,-,-,-
[CJ DJ CT CK HK HQ DA DT D8 D7],CD,4,1,1,1,0,4,0,0,[CQ SQ],6,0.0000,[CJ DJ CT CK HK HQ DA DT D8 D7],,-,-,-,-,-,-,-
[SJ C9 C8 SA S7 HA HT HK H7 D7],S,3,2,1,1,0,4,1,0,[CQ HQ],6,0.0000,[SJ C9 C8 SA S7 HA HT HK H7 D7],,-,-,-,-,-,-,-
[C7 SA ST S9 S8 HK DK DQ D8 D7],-,1,1,1,1,0,4,0,0,[CQ DA],14,0.0000,[C7 SA ST S9 S8 HK DK DQ D8 D7],,-,-,-,-,-,-,-
[CJ C8 SA S9 HT H9 H8 DA DT DQ],C,2,2,2,1,0,3,0,0,[D9 D8],0,0.0000,[CJ C8 SA S9 HT H9 H8 DA DT DQ],,-,-,-,-,-,-,-
[CJ SJ CQ SK S9 HA HK HQ DT D9],CS,3,1,1,0,0,3,0,0,[S8 D8],0,0.0000,[CJ SJ CQ SK S9 HA HK HQ DT D9],,-,-,-,-,-,-,-
[CK CQ C7 SA SK S9 HK DA DT D8],-,3,2,1,1,0,3,0,0,[HQ D7],3,0.0000,[CK CQ C7 SA SK S9 HK DA DT D8],,-,-,-,-,-,-,-
[CJ C9 C7 SK SQ S7 HA HQ DK D9],C,3,1,0,0,0,3,0,0,[DJ ST],12,0.0000,[CJ C9 C7 SK SQ S7 HA HQ DK D9],,-,-,-,-,-,-,-
[SJ DJ CA CT SK HA H9 H7 DK DQ],SD,4,1,0,0,0,3,0,0,[C9 HK],4,0.0000,[SJ DJ CA CT SK HA H9 H7 DK DQ],,-,-,-,-,-,-,-
[CJ C7 SK S9 S8 S7 H7 DT DQ D9],C,2,0,1,0,0,4,0,0,[DA DK],15,0.0000,[CJ C7 SK S9 S8 S7 H7 DT DQ D9],,-,-,-,-,-,-,-
[CJ DJ CT CQ C8 SA ST SK D9 D8],CD,5,1,1,1,0,3,0,0,[C7 HA],11,0.4000,[CJ DJ CT CQ C8 SA ST SK D9 D8],,-,-,-,-,-,-,-
[CT C8 SK SQ S8 H9 H8 H7 DA D9],-,2,1,0,0,0,3,0,0,[DT DK],14,0.0000,[CT C8 SK SQ S8 H9 H8 H7 DA D9],,-,-,-,-,-,-,-
[SJ DJ CA CT CQ HT H9 DA DK D7],SD,5,1,1,0,0,3,0,0,[SQ S9],3,0.1000,[SJ DJ CA CT CQ HT H9 DA DK D7],,-,-,-,-,-,-,-
[CJ SJ CK C9 C8 ST SQ HK H9 D8],CS,5,0,1,0,0,3,0,0,[SA S7],11,0.0000,[CJ SJ CK C9 C8 ST SQ HK H9 D8],,-,-,-,-,-,-,-
