Cards,JacksMask,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,WinProb
[CJ SJ CA CQ ST SQ S9 HT H9 D8],CS,1,2,0,1,0,0.3600
[CJ DJ CK CQ SQ S8 S7 HA HT D9],CD,1,1,1,0,0,0.0000
[CJ CQ C9 SA ST SQ HA H7 DA D7],C,3,2,2,0,0,0.5300
[CT CK C9 C7 SK S8 S7 HT H8 D8],-,0,1,0,0,1,0.0000
[CJ DJ CA CQ C9 C7 S7 H7 DA D9],CD,2,0,0,0,0,0.8700
[CJ SJ HJ CK CQ ST S8 HK HQ D9],CSH,1,1,0,0,0,0.0000
[CJ SJ HJ CA CQ SA HA H9 H8 DT],CSH,3,3,2,0,0,1.0000
[SJ CQ C9 ST S8 HQ H7 DA DT D7],S,1,2,1,0,1,0.0000
[SJ CQ C7 SA ST HK H9 H7 D8 D7],S,1,1,1,0,0,0.0000
[CJ HJ CK CQ HT HK H9 DT DQ D8],CH,1,2,1,1,0,0.2700
[SJ HJ DJ CA CK C8 ST HA H9 H7],SHD,2,0,0,0,2,0.8100
[CT CQ C9 C7 ST SK HA HT HQ DK],-,1,2,1,0,1,0.0000
[SJ HJ CQ C9 C8 SA HA DA DT D8],SH,3,2,2,0,0,0.9900
[SJ CQ C9 C8 SA S9 HA H9 DA DK],S,3,0,0,0,0,0.0000
[DJ CK SA HT HK H8 DA DK D9 D8],D,2,2,1,0,0,0.3800
[CA CT C9 SA SQ S9 S7 HT DT D7],-,2,2,1,0,1,0.0000
[CJ CA CK C9 C8 C7 HT HK H7 DK],C,0,1,0,1,1,0.0000
[CJ HJ C9 C8 SA SQ S8 S7 H7 DQ],CH,1,0,0,0,0,0.0000
[CJ CA C9 SK S9 HT HK H9 H7 DT],C,0,2,0,1,1,0.0000
[CJ DJ CA CT CK C9 H9 DA D9 D7],CD,2,1,1,1,0,0.8600
[SJ HJ DJ CT C8 ST SK HQ H8 D9],SHD,1,2,1,0,0,0.1800
[CT CK CQ C9 SK S8 H9 DA DK D9],-,2,1,1,1,1,0.0000
[DJ CA CK C8 C7 SA SQ S9 H8 DA],D,3,2,2,1,0,0.0100
[CJ CA CQ C7 SK S9 HT HK DQ D8],C,0,1,0,0,1,0.0000
[SJ HJ CA S7 HA HQ DT DQ D8 D7],SH,2,1,0,0,0,0.0900
[CJ DJ CK C7 ST SK S9 S8 DA DQ],CD,1,1,0,1,0,0.3600
[CJ CT C9 C8 SA S9 HK H9 DQ D8],C,1,1,0,0,0,0.0000
[HJ DJ C8 C7 SA SK S7 HA DT DQ],HD,2,1,0,0,0,0.0000
[SJ CA CT CK C8 SK S9 HA DT D7],S,2,3,1,2,0,0.0000
[CJ C9 SK S9 S8 HQ H9 DA DT D8],C,1,1,1,0,0,0.0000
[HJ CK C9 C7 SK HQ H7 DK D9 D8],H,0,0,0,0,0,0.0000
[CJ CT C7 S7 HQ H8 H7 DT D9 D7],C,0,2,0,0,1,0.0000
[CT C8 C7 SA S9 S8 H8 DT D9 D7],-,1,1,0,0,1,0.0000
[HJ CT C7 SA ST SQ S9 HT HK DK],H,1,2,1,1,1,0.0000
[CA CQ C8 S9 S8 S7 HQ H7 DA D9],-,1,0,0,0,1,0.0000
[CQ C7 SA SK HT HQ DA DT DQ D9],-,2,2,1,1,0,0.0000
[CJ SK S8 S7 HT HQ H9 H7 D8 D7],C,0,1,0,0,0,0.0000
[CK C9 S9 S7 HT HK HQ H8 DA D8],-,2,1,0,1,0,0.0000
[CJ HJ CQ C9 C8 SA SK S7 HK H9],CH,1,1,0,0,0,0.0000
[CJ DJ CA C9 ST HA H7 DA D9 D7],CD,3,0,0,0,1,0.9900
[CJ SJ CQ C8 ST S7 HA HT DQ D9],CS,2,2,1,0,0,0.4600
[CJ SJ HJ DJ CA CT CQ S9 DQ D8],CSHD,1,1,1,0,0,1.0000
[CJ C7 ST HT HQ H9 DT DQ D8 D7],C,0,3,0,0,0,0.0000
[C8 C7 SA HT HQ H9 H8 DA D9 D8],-,2,2,1,0,0,0.0000
[CJ CT CQ C9 C7 S8 S7 H7 DA D8],C,1,1,0,0,1,0.0000
[DJ CA CQ C9 C7 SK HA HQ H9 D8],D,1,0,0,0,1,0.0000
[SJ DJ C9 SK S9 S7 HK DA DK DQ],SD,2,0,0,0,0,0.2300
[SJ DJ CA CK SA SQ S8 S7 H8 D8],SD,3,1,1,0,0,0.7800
[CJ HJ DJ C9 C8 ST SQ HK DA D7],CHD,1,1,0,0,0,0.0000
[DJ CQ C9 S9 S8 S7 H8 DA DT D9],D,1,1,1,0,0,0.0000
[DJ C9 SA ST SQ HA HK H9 DT D9],D,2,2,1,0,0,0.0000
[CK CQ C9 C8 SQ S9 HA HK DT DK],-,1,1,0,0,0,0.0000
[DJ CA C7 SK S9 HA H9 H8 H7 D7],D,3,0,0,0,0,0.0000
[DJ CA C8 SQ S9 S8 H9 D9 D8 D7],D,0,2,0,0,1,0.0000
[SJ CQ HT HK HQ H9 H7 DT D9 D7],S,0,2,0,1,0,0.0000
[SJ CT C7 SA SK S9 H9 DA DQ D7],S,2,1,0,0,0,0.0100
[SJ HJ DJ CQ S8 HK HQ DA DQ D9],SHD,2,0,0,0,0,0.1200
[C9 C7 SA ST S9 HA H8 H7 DT D8],-,2,3,2,0,0,0.0000
[SJ CK C9 C7 SA ST S7 HK H7 DA],S,2,3,1,1,0,0.0400
[DJ CA ST SK SQ S7 HK DQ D9 D7],D,0,1,0,1,1,0.0000
[CA CK C8 SA ST HA HQ H9 DK D9],-,3,1,1,0,0,0.0600
[CJ SJ HJ C7 S8 S7 H7 DA D9 D8],CSH,1,0,0,0,0,0.0000
[SJ CT CK CQ C9 SQ HA H7 DT D7],S,2,1,1,0,1,0.0000
[C9 ST SK S8 HK H9 DA DT DQ D9],-,1,2,1,1,1,0.0000
[CJ SJ C9 C7 ST S9 S8 HT H7 DT],CS,0,3,0,0,0,0.0000
[CA CQ SK SQ S7 DA DT DQ D8 D7],-,2,1,1,0,1,0.0000
[SJ DJ CK C8 ST SK S8 H9 H7 D9],SD,0,1,0,1,0,0.0000
[HJ CK CQ C7 SK H8 H7 DA DT D8],H,2,1,1,0,0,0.6200
[CA SA S9 HA HQ H9 DA DT D9 D7],-,4,1,1,0,0,0.2000
[HJ DJ CK CQ ST SK S7 DA DQ D7],HD,1,1,0,1,0,0.0000
[DJ CT CK CQ C9 SA S8 S7 HT HK],D,1,2,1,0,1,0.0000
[SJ CT CK C8 SQ S9 HT DA DK DQ],S,1,1,0,0,1,0.0000
[HJ CA CT CQ ST SK SQ S9 H8 DA],H,1,2,0,1,1,0.0000
[HJ DJ CT C8 C7 ST S7 HK HQ DQ],HD,0,2,0,1,0,0.0000
[HJ CK C7 SK HA HK HQ H9 DA DK],H,2,0,0,0,1,0.0000
[SJ DJ CA CK C9 SA SQ H7 DT D7],SD,2,1,0,0,0,0.0000
[CJ CA CT ST HA HT H7 DQ D9 D8],C,2,2,2,0,1,1.0000
[SJ CT C8 SA DA DK DQ D9 D8 D7],S,2,1,1,0,1,0.0000
[CJ SJ DJ C7 SK H8 DA DK DQ D9],CSD,2,0,0,0,0,0.9200
[CA CT C7 SK HK H9 H7 DA DK DQ],-,1,0,0,0,2,0.0000
[DJ C9 C8 ST HA HK DA DT DK D9],D,2,2,1,1,0,0.0000
[DJ C9 SQ S8 HT H8 H7 DK D8 D7],D,1,1,0,0,0,0.0000
[CJ CT CQ ST S8 HA H7 DT DK D7],C,1,2,0,1,1,0.0000
[CJ HJ CQ C9 ST S8 S7 HT H7 D9],CH,1,2,1,0,0,0.0100
[SJ HJ DJ ST SQ S7 HA H8 DT D8],SHD,1,3,0,0,0,0.0000
[SJ HJ DJ CQ C9 C8 S7 H8 DK D9],SHD,1,0,0,0,0,0.0000
[SJ DJ CT C9 SA S7 HQ H9 H8 D7],SD,1,1,0,0,0,0.0000
[CJ HJ CA CK C9 S8 HT H8 D9 D7],CH,1,1,0,0,0,0.0000
[DJ C9 C7 ST SK SQ S8 HA H9 DK],D,1,2,0,1,0,0.0000
[HJ DJ CQ C9 ST SK HT DK DQ D8],HD,0,3,0,1,0,0.0000
[HJ CA C7 SA SK H8 H7 DT DQ D8],H,1,1,0,0,1,0.0000
[CJ CA CQ ST HK HQ H9 H7 DQ D9],C,1,1,0,0,0,0.0000
[SJ HJ DJ CT SK S8 HQ DT D9 D8],SHD,1,2,1,0,0,0.0000
[SJ CA CQ SA SQ HQ DK D9 D8 D7],S,2,0,0,0,0,0.0000
[DJ CQ C9 ST S9 HA HT H8 DT DK],D,1,3,1,1,1,0.0000
[CJ CK C9 C7 SA HA HK DT DK D7],C,2,1,0,1,0,0.0000
[CJ DJ CK ST HA HQ H7 DT D9 D7],CD,1,2,0,0,0,0.0000
[DJ CT CK C8 ST HT HQ H9 DT D7],D,0,4,0,1,0,0.0000
[CJ HJ C8 SA ST SK S9 H9 H8 D8],CH,1,2,1,1,0,0.1500
[CJ SJ DJ CQ C8 S7 DK D9 D8 D7],CSD,0,1,0,0,0,0.0000
[CA CT CK ST SK H8 H7 DT DK D9],-,0,3,0,1,2,0.0000
[CA C8 SA S8 S7 HK DT DK DQ D7],-,1,1,0,1,1,0.0000
[CJ SJ CA CT CQ C8 ST DA DQ D9],CS,2,1,1,0,2,1.0000
[CJ SJ CT CK CQ C7 ST S8 HK DA],CS,1,3,0,0,0,0.0300
[CJ HJ CA CT C9 C7 SA SQ DA D9],CH,3,1,1,0,0,0.9800
[CK C9 SQ HA HK H9 H7 DQ D9 D7],-,1,1,1,1,0,0.0000
[SJ CA CK SA HA HK HQ H9 DK D8],S,3,0,0,0,0,0.5500
[HJ DJ CT CK C7 SQ S7 HT H8 H7],HD,0,2,0,1,0,0.0000
[CJ DJ CA CK C7 SA S9 HT DA D9],CD,3,1,0,0,0,0.4500
[HJ CK CQ ST SK S9 S8 HT HK D7],H,1,2,1,2,0,0.0000
[HJ DJ CT C8 SA S9 H7 DT D9 D8],HD,1,2,0,0,0,0.0000
[CT S8 S7 HA HT H8 DK D9 D8 D7],-,1,1,1,0,1,0.0000
[CA CT C8 ST SK SQ S8 HK H8 DQ],-,0,2,0,1,1,0.0000
[CJ SJ DJ CA CK S9 S8 H9 DA DK],CSD,2,0,0,0,0,0.8500
[DJ ST S9 HK DA DT DK D9 D8 D7],D,1,2,1,1,1,0.0000
[DJ SK S8 S7 HQ H7 DA DK DQ D7],D,1,1,1,1,0,0.0100
[HJ DJ C8 C7 SK HA HQ DA D9 D8],HD,2,0,0,0,0,0.2000
[CJ CT CK C8 C7 ST S8 HQ DA D8],C,1,2,0,1,0,0.0100
[CJ SJ HJ ST SQ S9 HA HK H9 DT],CSH,2,2,1,0,0,0.9900
[C8 SA ST SQ S8 S7 DK D9 D8 D7],-,1,1,1,0,0,0.0000
[C8 C7 SQ S9 S8 HA HT HK HQ DA],-,2,1,1,0,0,0.0000
[CJ HJ CQ S8 HA H9 H8 DA DQ D9],CH,2,1,1,0,0,0.6000
[SA ST S9 S7 HK HQ DA DK D8 D7],-,2,1,0,0,1,0.0000
[CJ SJ HJ CA HQ H8 DT DK D9 D8],CSH,2,1,0,1,0,1.0000
[SJ CA C9 C8 C7 ST SK S8 HT H7],S,1,2,0,1,0,0.0000
[C7 ST S8 HA HK H9 DA DT DQ D7],-,2,3,1,0,0,0.0700
[HJ C7 ST SK S9 HK H9 DA DT DQ],H,1,2,1,1,0,0.0000
[HJ SA ST S9 S7 HA HT HK H9 DK],H,2,2,2,1,0,0.0000
[DJ CA ST SK SQ S9 S7 H7 DQ D8],D,0,2,0,1,1,0.0000
[CA C7 SA SQ HK HQ H9 H7 DA DK],-,3,0,0,0,0,0.0000
[CT C9 C8 C7 ST S7 HA HQ H7 D8],-,1,1,0,1,1,0.0000
[CT CK C8 C7 ST S8 S7 H9 DA D8],-,1,1,0,0,1,0.0000
[CJ HJ DJ C7 SA ST S7 HT H9 D7],CHD,1,3,1,0,0,0.2400
[HJ CA CK SK S8 HT HK H9 H7 D7],H,1,1,0,1,0,0.0200
[DJ C9 C8 C7 SA SQ S8 HT HK H8],D,1,2,1,1,0,0.0000
[SJ HJ C9 SA S9 HT DT DK DQ D9],SH,1,2,0,1,0,0.0000
[HJ C9 C8 C7 SA SK DA D9 D8 D7],H,3,0,0,0,0,0.0100
[CJ HJ CQ C8 C7 ST SQ S8 S7 DQ],CH,1,1,0,0,0,0.0000
[SJ CQ C8 C7 SQ HK H9 H8 DQ D8],S,1,0,0,0,0,0.0000
[CJ DJ CQ C9 HA HK HQ DT DK D9],CD,1,1,0,1,0,0.0800
[CJ CQ SA SQ S7 HT HK H7 D8 D7],C,1,1,0,1,1,0.0000
[SJ HJ CK CQ SA HK HQ H9 H8 D8],SH,1,1,0,1,0,0.0000
[CJ HJ CK CQ C9 S7 DT DK DQ D9],CH,1,1,0,1,0,0.3200
[CT CK C8 C7 SA S8 HA HT HK D8],-,2,3,1,1,0,0.0500
[CA S7 HT HQ H7 DT DQ D9 D8 D7],-,0,2,0,0,1,0.0000
[SJ DJ CA SA ST S7 H9 DA DK D7],SD,3,2,2,0,0,0.9100
[CJ CK C8 SK S7 HQ DT DQ D9 D8],C,0,1,0,0,0,0.0000
[SJ HJ DJ C9 HA HK HQ H9 H8 DA],SHD,2,0,0,0,1,0.7600
[CJ C7 SK S9 S8 S7 HK DT DQ D7],C,0,2,0,1,0,0.0000
[C9 C8 SA SQ S8 HT HK HQ DA D8],-,3,1,0,0,0,0.0200
[HJ CQ SA ST SQ HK HQ H9 H7 DA],H,2,1,1,0,0,0.0000
[CT HA HQ H9 H8 DA DT DK D9 D7],-,2,1,1,1,2,0.0000
[CJ HJ DJ CK C9 S8 H9 DT DQ D8],CHD,0,1,0,0,0,0.0000
[CJ CA CT C9 ST SK S9 S8 DQ D9],C,2,2,1,1,0,0.0000
[SJ CK CQ ST SK S7 HA HK HQ D8],S,1,1,0,1,0,0.0000
[HJ CT C9 S7 HA HT HQ H9 DA DK],H,2,1,1,0,1,0.0000
[CJ CT CQ C8 ST SK SQ S9 HQ H8],C,0,3,0,1,0,0.0000
[CJ HJ CT CK C9 HT HK H8 DK D8],CH,1,2,1,1,0,1.0000
[CJ S9 S8 S7 HA HT HQ H8 DT DK],C,1,2,1,0,1,0.0000
[SJ HJ CT C7 S9 HK HQ DA D8 D7],SH,1,1,0,0,0,0.0000
[SJ CK C7 SA SK SQ S7 HA H9 H7],S,2,0,0,0,0,0.0000
[HJ CK C8 SK S8 HK H8 DA DT DK],H,1,2,1,1,0,0.0000
[CJ SJ CA C9 SA ST S7 HK DK D8],CS,2,2,1,0,0,0.7100
[HJ CA CK C9 S7 HK DA DT DK DQ],H,2,1,1,0,0,0.9800
[HJ C9 C8 SQ S9 HT HQ DK D9 D7],H,0,1,0,0,1,0.0000
[ST SK S8 HA HK HQ DK DQ D8 D7],-,1,1,0,1,1,0.0000
[CA CT CK CQ C8 C7 HA HQ H8 D9],-,1,1,1,0,2,0.0000
[SJ CT C9 S9 S8 H9 H7 DA DT DK],S,2,3,1,0,0,0.0000
[CA CK SK S7 HA HK HQ H8 H7 D8],-,1,0,0,0,1,0.0000
[SJ HJ SK S8 HA HT HK H8 H7 DA],SH,2,1,1,1,1,1.0000
[CA CQ C7 SK S8 S7 H9 H7 DK DQ],-,1,0,0,0,1,0.0000
[SJ DJ CT C9 C8 SA H7 DA DK DQ],SD,3,1,0,0,0,0.3700
[HJ C8 SA S7 HT HQ H9 H8 DT D9],H,1,2,0,0,0,0.0000
[CJ SJ HJ CA C9 SQ DT DK DQ D9],CSH,2,1,0,1,0,1.0000
[HJ CA CQ C9 ST SQ S7 HA HT DT],H,1,3,1,0,1,0.0000
[SJ HJ CT CK C9 ST S9 HK DQ D7],SH,0,2,0,1,0,0.0000
[SJ CT CQ C8 C7 SA HA HK DK D9],S,2,1,0,0,0,0.0100
[HJ CK C9 SA ST S9 HT H8 H7 D7],H,1,2,1,0,0,0.0000
[HJ DJ CK C8 C7 SK HK H9 DA DK],HD,2,0,0,0,0,0.0000
[SJ C8 C7 SQ S9 HQ H9 H7 DA D7],S,2,0,0,0,0,0.0000
[DJ CT CK ST SQ HK H8 H7 D8 D7],D,0,3,0,1,0,0.0000
[SJ C9 C8 C7 HT HK H8 DT DK D9],S,0,2,0,2,0,0.0000
[HJ DJ CA CT CK CQ HA HT DQ D9],HD,2,2,2,0,0,0.8600
[SJ DJ C9 SA HT HK H9 DA DT D9],SD,2,2,1,1,0,0.9900
[SJ DJ CT C9 C7 SA SQ H7 DQ D7],SD,1,1,0,0,0,0.5000
[CJ HJ C7 SK HA HT H8 DA D9 D7],CH,2,1,1,0,0,0.6700
[HJ CA CQ ST SK S9 S8 S7 HA DT],H,2,3,1,1,0,0.0000
[CT CK ST SK S8 HQ DT DQ D8 D7],-,0,2,0,1,1,0.0000
[DJ CA CT CQ C8 C7 SA S8 HA H7],D,3,1,1,0,0,0.0100
[SJ C7 SK HK HQ H9 DA DT DQ D7],S,1,2,1,1,0,0.0000
[SJ CQ C8 S9 HA H8 H7 DA DK D8],S,2,0,0,0,0,0.0000
[DJ CA CK C7 SQ S9 S7 H7 DT D7],D,0,2,0,1,1,0.0000
[CJ HJ DJ C7 SK HQ DA DQ D9 D7],CHD,1,0,0,0,0,0.0500
[CJ SJ CA CT C8 C7 S9 S7 HA H9],CS,4,1,1,0,0,0.9800
[CK CQ HT HK H9 H8 H7 DA DT DK],-,1,2,1,1,0,0.0000
[CJ DJ CT SA S8 HA HK H9 DA DQ],CD,3,0,0,0,1,0.5900
[CJ DJ C9 SA SQ S8 HQ DA D9 D7],CD,2,1,1,0,0,0.5100
[CJ SJ HJ CA C7 HT HQ DK D9 D8],CSH,1,1,0,0,0,0.0000
[DJ CT CK CQ C9 S9 HA H9 DT DQ],D,1,2,0,0,1,0.0000
[SJ DJ CA CK S9 S8 H9 H8 DA D9],SD,2,0,0,0,0,0.0000
[CQ C8 SA SQ S9 S8 HK H7 DQ D8],-,1,1,1,0,0,0.0000
[CJ SJ C9 C7 S9 HT H7 DA D9 D7],CS,1,1,0,0,0,0.0000
[SJ CQ SQ S9 S8 HA HT HK DQ D7],S,1,1,1,0,0,0.0000
[CT C9 SA SQ S8 HQ H9 H7 DA DQ],-,2,0,0,0,1,0.0000
[CJ SJ DJ CT C9 C8 HK H8 DQ D8],CSD,1,1,1,0,0,1.0000
[CJ CT CQ C9 C7 SK SQ S9 H8 DT],C,0,2,0,0,1,0.0000
[CK C8 SK SQ S8 HK HQ H8 DK D7],-,0,0,0,0,0,0.0000
[CA CQ C8 SA SQ S8 HT H8 DA D8],-,3,1,1,0,1,0.0000
[CJ SJ DJ C7 ST S9 HT H7 DA D9],CSD,1,2,0,0,0,0.1100
[SJ CK C9 SA ST S7 HA HQ DT D7],S,3,2,1,0,0,0.1400
[HJ CK CQ C8 ST H8 DA DT DK DQ],H,1,2,1,0,0,0.0000
[CJ SJ DJ C8 C7 SA SQ S9 HK DA],CSD,2,1,0,0,0,0.4500
[HJ CA CK C7 S8 HK HQ DA DK D9],H,2,0,0,0,0,0.0500
[SJ CK C9 SK HT HK H9 H7 DK D9],S,0,1,0,1,0,0.0000
[HJ CT C8 C7 SK SQ S7 HK H7 D9],H,0,1,0,0,0,0.0000
[SJ DJ C8 SK SQ HQ H9 DA DT DQ],SD,1,1,1,0,0,0.0000
[DJ CK SA ST SK H7 DA DT D9 D8],D,2,2,2,0,0,0.0000
[CJ C7 ST S8 HA HQ H9 H8 DK DQ],C,1,1,0,0,0,0.0000
[CA C8 SQ S7 HA HQ H7 DA DK D8],-,2,1,0,0,1,0.0000
[CJ DJ CT CQ S9 S8 H9 DT DQ D9],CD,0,2,0,0,0,0.0000
[CJ SJ HJ DJ CA CK ST HT HK H9],CSHD,1,2,0,1,0,0.6700
[CJ CA C7 S9 S8 HA H9 H7 DT D9],C,2,2,1,0,0,0.0000
[HJ CA CT CQ C9 SQ S8 S7 H9 DK],H,1,1,1,0,0,0.0000
[CA CK CQ C8 C7 ST S7 HA DT DQ],-,2,2,0,0,0,0.0000
[CA CQ C9 ST S8 S7 HA H9 H8 DA],-,3,1,0,0,0,0.0000
[CT C7 ST S7 HA H8 H7 DA D9 D7],-,2,1,0,0,1,0.0000
[CJ SJ CA CT CK CQ ST S7 HT HK],CS,1,2,1,0,1,0.5400
[CJ DJ CT C8 SA S9 S7 HT DT D7],CD,1,3,0,0,0,0.0000
[CK C7 SA HA HK HQ H8 DA DT D8],-,3,1,1,0,0,0.0600
[CJ HJ CK CQ C8 SQ S9 HA DA DQ],CH,2,0,0,0,0,0.0000
[CJ CT C8 C7 ST SQ H8 H7 DT D9],C,0,2,0,0,1,0.0000
[DJ CA CQ C8 SA HA H7 DA DT D9],D,4,1,1,0,0,0.7000
[SJ CT CK ST S9 HK HQ DK DQ D7],S,0,2,0,1,0,0.0000
[CJ SJ CQ ST SQ S9 S7 HQ H8 H7],CS,0,2,0,0,0,0.0000
[CQ C8 SA SQ S7 HQ DT DK D8 D7],-,1,1,0,1,0,0.0000
[C9 C7 ST SK SQ S8 H9 H7 DQ D7],-,0,1,0,1,0,0.0000
[DJ CT CK CQ C7 SA SQ S8 HK DK],D,2,0,0,0,1,0.0000
[SJ CA CK C8 S8 HA H7 DA DT D9],S,3,2,2,0,0,0.0600
[CJ HJ CA CQ C9 SA S7 HK H9 D9],CH,2,0,0,0,0,0.0000
[DJ CA C9 SK SQ S9 HA HK H8 DT],D,3,1,1,0,0,0.0500
[HJ DJ CK CQ SA SQ S7 H9 D9 D7],HD,1,1,0,0,0,0.0000
[HJ CT CK CQ SQ S8 S7 HA HT DA],H,3,2,1,0,0,0.0900
[SJ CA C9 SA SQ S8 H7 DA DT DK],S,3,1,1,0,0,0.0700
[CT C9 SQ S9 S8 HA HT H7 D9 D8],-,1,1,1,0,1,0.0000
[CJ SJ DJ ST SK HQ H7 DA DQ D7],CSD,1,1,0,1,0,0.7400
[DJ CT SA ST S8 HA HT HQ H7 D7],D,2,3,2,0,1,0.5300
[CT CQ C8 S7 HA HK H9 DA DK D9],-,2,0,0,0,1,0.0000
[CT C7 SK SQ HT HK HQ DT DK D8],-,0,3,0,2,1,0.0000
[SJ CQ ST SK S7 HK HQ H8 DA DK],S,2,2,1,1,0,0.0000
[SJ DJ SA S9 S8 H9 H8 DA D8 D7],SD,2,1,0,0,0,0.0100
[DJ CT C8 ST SK SQ S7 H9 H8 D8],D,0,1,0,1,1,0.0000
[SJ HJ CK C9 SK S9 H8 DK D8 D7],SH,1,0,0,0,0,0.0000
[HJ CT SK S9 S7 HK HQ H8 DA DQ],H,2,0,0,0,1,0.0000
[HJ DJ CK C9 C8 S8 HK DK DQ D7],HD,0,0,0,0,0,0.0000
[SJ DJ CA SK SQ S8 HA HT DA D9],SD,3,1,1,0,0,0.7200
[CJ DJ C9 SQ S8 H7 DA DK D8 D7],CD,2,0,0,0,0,0.3400
[HJ CA C8 SQ S9 S8 S7 HK DK D9],H,0,0,0,0,1,0.0000
[SJ CK SK SQ S8 HK H8 DT D8 D7],S,1,1,1,0,0,0.0000
[SJ DJ CA CQ C8 SQ HA HQ DQ D8],SD,2,2,2,0,0,0.6900
[CJ HJ CA CQ C8 S7 H9 DA DT D8],CH,3,1,1,0,0,0.9700
[SJ CT CK CQ C8 S8 HK H9 DQ D9],S,1,1,0,0,1,0.0000
[SJ ST SK S8 HT H9 H7 DA DT D7],S,1,3,1,1,0,0.0000
[HJ CT SA ST S7 HK HQ DA DQ D8],H,2,2,2,0,1,0.0000
[CJ CK SK SQ S9 HA HT H7 DT DQ],C,1,2,1,0,0,0.0000
[CJ CQ C8 HT H8 DA DT DK D9 D7],C,1,2,1,1,0,0.4700
[HJ CK ST SQ S8 HK H8 DQ D9 D8],H,1,1,1,0,0,0.0000
[CJ SJ DJ CK C8 SQ S8 S7 HQ DK],CSD,1,0,0,0,0,0.0000
[CJ CK CQ C9 HA H8 H7 DQ D9 D7],C,1,1,0,1,0,0.0000
[HJ DJ C7 ST S8 HA HQ H9 H7 DT],HD,1,2,0,0,0,0.0000
[HJ DJ C8 S9 S7 HA H7 DA DT DK],HD,3,1,1,0,0,0.7100
[DJ CA CT C9 C7 S8 HA H7 DT DK],D,3,2,1,0,0,0.0400
[DJ CK C8 S9 S8 S7 HA HT DT DQ],D,1,2,1,0,0,0.0100
[HJ CA CT C9 C8 S9 HK HQ DK D7],H,1,2,0,0,1,0.0000
[SJ CQ C8 SA ST S9 S8 HA DQ D7],S,3,1,1,0,0,0.0200
[CK SQ S9 S8 S7 HT DA DQ D8 D7],-,1,1,0,0,0,0.0000
[CJ CT C9 C8 C7 SK S7 DQ D9 D8],C,0,0,0,0,1,0.0000
[SJ CT C8 C7 ST S7 HT H9 DT D9],S,0,3,0,1,1,0.0000
[CA CT CK SQ S8 S7 HT DK DQ D8],-,0,1,0,0,2,0.0000
[CJ SJ CK ST S7 HA HK DA D9 D8],CS,3,1,1,0,1,0.9400
[HJ DJ CA C8 SK S7 HQ H8 H7 DQ],HD,2,0,0,0,0,0.0000
[HJ CK C9 SQ S9 S8 S7 HQ DK DQ],H,0,0,0,0,1,0.0000
[CQ C9 C8 SA HT HK H8 DT D8 D7],-,2,2,1,1,0,0.0000
[DJ CA CK C7 SA SK S7 HK H8 DT],D,3,1,1,0,0,0.0900
[CA CT C7 ST SQ HA H8 DK DQ D8],-,1,1,0,0,2,0.0000
[CJ SJ HJ CA CK C8 SA ST S9 D9],CSH,2,1,1,0,0,1.0000
[HJ DJ C9 C8 ST HA HQ DT DQ D9],HD,1,3,1,0,0,0.7000
[CJ DJ CT C8 SA S7 HK H9 H7 D8],CD,1,2,0,1,1,0.0100
[SJ C9 C8 SQ S9 S7 HK H9 H8 DA],S,1,0,0,0,0,0.0000
[SJ HJ CK CQ C8 SA SK S8 HQ DA],SH,2,0,0,0,0,0.1000
[HJ CK CQ C8 C7 S7 H7 DK DQ D9],H,0,0,0,0,0,0.0000
[SJ CQ S9 HT HK H8 DA DT D8 D7],S,1,2,1,1,0,0.4200
[SJ CA CQ C7 SK HA HT DT DK D7],S,2,2,1,1,0,0.4200
[SJ HJ CT CK SK H9 H7 DA DT DK],SH,1,3,1,0,0,0.0700
[CJ C7 ST S9 S8 HA HK DA DQ D7],C,2,1,0,0,0,0.0600
[C9 C8 SQ S9 S8 S7 HK H9 H7 DA],-,1,0,0,0,0,0.0000
[CJ DJ CK CQ C8 HK HQ H8 DQ D8],CD,0,1,0,0,0,0.0000
[SJ HJ DJ C7 SA SK HT HK DA D8],SHD,2,1,0,1,0,0.5300
[CJ CA C8 C7 SA S8 HA H9 DA DQ],C,4,0,0,0,0,0.7100
[CJ CA S9 S7 HK H9 H7 DA DT DQ],C,2,1,1,0,0,0.3900
[CJ SJ HJ C8 SA ST SK H9 D8 D7],CSH,1,1,1,1,0,1.0000
[CJ C8 SA SQ S8 HA H8 D9 D8 D7],C,2,0,0,0,1,0.0000
[SJ HJ CA C8 SA S9 S7 HA DQ D7],SH,3,0,0,0,0,0.4500
[HJ ST SQ S8 S7 HA HK H9 H8 D8],H,1,1,0,0,0,0.0000
[CJ SJ CT C9 C8 SA HA HK DT D8],CS,2,2,0,0,0,0.2400
[CJ HJ DJ CT SK HT H7 DT DQ D8],CHD,1,3,1,0,0,0.3600
[CJ CK CQ SA S9 S7 HK HQ H9 DQ],C,1,0,0,0,0,0.0000
[CJ CA CK CQ S9 HT HK H9 DK D9],C,2,1,0,1,0,0.0000
[SJ CT CK C7 ST SK HT DQ D9 D7],S,0,2,0,0,1,0.0000
[CA CK CQ C8 C7 HA HQ H8 DT D7],-,4,1,1,0,0,0.2700
[CA CT CQ C7 SA HK HQ H8 DK DQ],-,1,1,0,0,1,0.0000
